,,,,0,5,10,15,20
0.631435001,5.789097127,9.534164469,35.75770933,0.631435001,0.727335191,0.919466467,1.267292438,1.892537293
0.237950903,16.0746461,5.25664295,18.93554912,0.237950903,0.299981809,0.495047614,1.052663791,2.830934195
0.599196359,6.427592376,20.0615891,34.07934818,0.599196359,0.694059874,0.891851809,1.262248308,1.954046707
0.064921664,6.075411182,11.72334275,33.14762787,0.064921664,0.07496893,0.095468936,0.133156025,0.20208228
0.716108544,1.499047079,12.73590352,10.10735995,0.716108544,0.794740326,0.901178865,1.041974279,1.226415635
0.351512729,10.8539015,23.20315816,42.0554069,0.351512729,0.423258608,0.609604112,1.038618571,2.068079828
0.273385561,16.84878385,23.07653711,41.2677288,0.273385561,0.347014169,0.584406701,1.284429036,3.612538497
0.671409426,8.099440522,31.98938566,47.93766463,0.671409426,0.78916126,1.058532807,1.606351899,2.733591915
0.802096449,3.646120121,27.76039111,24.76441355,0.802096449,0.906827785,1.085501305,1.369624616,1.814342036
0.568914712,9.917154157,0.71032982,35.35341366,0.568914712,0.679426803,0.955103585,1.564283766,2.952339778
0.309881428,15.69717352,8.892963579,17.89742785,0.309881428,0.38936638,0.636233031,1.331274212,3.502891337
1.241718438,2.707252684,3.55501858,40.22575693,1.241718438,1.392469549,1.627697863,1.976453747,2.485614111
0.458012075,11.80633992,25.49095782,42.108108,0.458012075,0.556126558,0.821014024,1.45623887,3.062316458
0.550138543,8.712308694,36.78489962,23.71442744,0.550138543,0.650101659,0.885883346,1.379307407,2.430434082
0.444603631,12.75824959,12.9498892,46.80499497,0.444603631,0.544380465,0.823818245,1.521310453,3.378937921
0.395585869,12.06106878,5.421130743,13.03797807,0.395585869,0.4814036,0.715420299,1.282695692,2.737097524
0.765242867,3.634691765,4.922452819,9.147450833,0.765242867,0.865076262,1.0352234,1.30557521,1.72839814
0.662633584,9.454829716,17.02230314,37.81672015,0.662633584,0.788149281,1.094778418,1.758519928,3.232510459
0.179220838,15.6911157,19.73201756,43.72437633,0.179220838,0.225179175,0.367889247,0.769584369,2.02424595
0.783865439,7.655818839,8.446131035,21.40652916,0.783865439,0.917769375,1.217072088,1.813000796,3.008562748
0.501473729,6.224358421,16.27152318,21.14800909,0.501473729,0.579835568,0.741209271,1.040220487,1.591981246
0.654189159,9.836787535,18.35067982,39.78903016,0.654189159,0.780715453,1.095211362,1.787698776,3.358553561
0.077459413,11.5117329,10.95170799,20.13132212,0.077459413,0.093809574,0.137436186,0.240754096,0.497797376
0.275076371,13.36252656,4.745789452,0.599744315,0.275076371,0.338602688,0.52054236,0.986220003,2.267955752
0.418172736,9.524602642,24.36613169,14.20564516,0.418172736,0.49768711,0.692559377,1.11571092,2.059077046
0.478237102,8.900402294,13.96133057,0.711895333,0.478237102,0.566067359,0.775121981,1.21641175,2.16647082
0.106271792,18.72190169,19.02023612,26.61802266,0.106271792,0.137141431,0.242613812,0.577709612,1.81133706
0.736821331,8.741814133,23.02421092,33.99568152,0.736821331,0.870930787,1.187706957,1.851531557,3.26800758
1.10064207,6.229001451,10.83362918,31.96032139,1.10064207,1.272683427,1.62707656,2.283895876,3.49625026
0.721765079,8.787284409,6.178837793,26.33675038,0.721765079,0.853474036,1.165266304,1.820015597,3.220704445
0.389442078,9.83666192,30.79541098,14.31362433,0.389442078,0.464763301,0.651981964,1.064215767,1.999330127
0.926462908,5.494917195,31.72313129,5.430434926,0.926462908,1.064434476,1.335538936,1.818465722,2.671103172
0.704923857,6.676755376,20.65195759,17.58894355,0.704923857,0.818305803,1.058239171,1.513340443,2.375938893
0.296018159,11.77689377,6.750260462,1.684710268,0.296018159,0.359337656,0.530087342,0.939049801,1.971389134
0.611558368,8.195868501,15.98239568,39.13128784,0.611558368,0.719420615,0.967385324,1.473969012,2.522085468
0.241913312,7.350391781,6.032859072,48.26863181,0.241913312,0.282482343,0.37167704,0.546650213,0.891567722
0.76637701,5.773229334,7.780385922,8.830750181,0.76637701,0.882649459,1.115355804,1.536274167,2.292179756
0.189016876,8.953013492,12.00783166,28.94817267,0.189016876,0.223833777,0.306914217,0.482709913,0.862302078
0.827961423,5.134239608,16.87564255,6.313411227,0.827961423,0.94827574,1.178895563,1.581413424,2.276355442
0.41681136,6.488804412,3.502080685,35.75770933,0.41681136,0.483058367,0.621693427,0.882132106,1.370325829
0.519500351,9.541026523,2.878951133,45.74757754,0.519500351,0.618370917,0.860862875,1.387805108,2.563635426
0.609973392,4.071261334,11.12763067,36.49565141,0.609973392,0.692172449,0.837540058,1.075357783,1.458622479
0.450475341,7.582623944,31.52119331,1.036183865,0.450475341,0.527090173,0.697670866,1.036106877,1.712235926
0.397558614,5.158808652,20.40278812,12.83942157,0.397558614,0.455426978,0.566541274,0.760751091,1.096567921
1.426054098,2.941219006,3.948005199,5.602753399,1.426054098,1.602426806,1.884227015,2.309869519,2.942681038
0.568914712,11.19621474,13.7471512,35.35341366,0.568914712,0.687095219,0.998422745,1.725830072,3.504476738
0.431127097,3.923674997,5.080479513,8.988441437,0.431127097,0.488597528,0.588999586,0.751675071,1.01123175
0.458012075,11.80633992,38.76076616,14.04599776,0.458012075,0.556126558,0.821014024,1.45623887,3.062316458
0.723760705,5.943485915,46.37693092,10.75449994,0.723760705,0.834807506,1.059501887,1.469681,2.213930633
0.531102401,2.053465574,0.966667176,0.391618939,0.531102401,0.59222974,0.680960569,0.805194001,0.976871872
0.664719803,7.488678387,14.18461253,33.14946877,0.664719803,0.777133344,1.026154506,1.517969776,2.49522654
0.609474078,8.831760386,46.65034899,35.25679002,0.609474078,0.720972844,0.985489323,1.542097948,2.735817536
0.352607592,11.18316835,0.251270417,3.324936312,0.352607592,0.425805901,0.618532064,1.068578699,2.168238464
0.514226468,11.29938966,45.63145467,19.25733906,0.514226468,0.62160944,0.905686304,1.572366852,3.211785774
0.615175903,8.448296501,29.35617637,32.87921023,0.615175903,0.725277562,0.981622138,1.511553819,2.623765485
0.493279891,6.067380765,25.4141357,28.53363399,0.493279891,0.56957986,0.725180607,1.011114097,1.533808428
0.491824017,11.2094395,10.1796909,3.435107647,0.491824017,0.594059464,0.863528093,1.493490924,3.03498678
0.384291233,11.35032908,1.082162244,4.277008867,0.384291233,0.464748397,0.678035182,1.179676317,2.41670383
0.399858307,11.95963179,11.63462512,35.00280771,0.399858307,0.486169438,0.720600435,1.286449596,2.729170241
0.028259997,13.36252656,4.745789452,7.219505289,0.028259997,0.034786379,0.053477968,0.101319404,0.232998645
0.006802895,8.742776035,3.16884037,0.958507923,0.006802895,0.008041164,0.010966179,0.017096006,0.030176605
0.818378488,8.12874302,13.84758911,12.28827092,0.818378488,0.962152559,1.291546572,1.962361086,3.344988238
0.572065759,9.896399274,13.96133057,45.63083925,0.572065759,0.683065604,0.959703528,1.57044538,2.960458184
0.374385293,10.40887317,6.046133182,15.7275303,0.374385293,0.449042547,0.639325401,1.069006372,2.075075206
0.325047076,11.91105836,29.2667398,20.80519705,0.325047076,0.395041276,0.584791587,1.041854062,2.204113885
0.694271755,4.820852981,10.83362918,42.04280814,0.694271755,0.792989734,0.978001482,1.295060567,1.831725097
0.096669032,12.55701561,30.57203891,26.03982169,0.096669032,0.118154069,0.177870012,0.325675848,0.715029774
0.05154935,10.51945239,28.97679626,46.21745446,0.05154935,0.061888972,0.088367284,0.148447872,0.289983918
0.680172567,8.480266616,2.906833721,0.132121281,0.680172567,0.802131619,1.086534384,1.675345581,2.913367041
0.606189769,8.374072071,1.649557694,41.25682409,0.606189769,0.714218729,0.964808027,1.481050931,2.559994205
0.51026604,5.494917195,11.56841267,44.14930297,0.51026604,0.586256352,0.735571989,1.001552566,1.471157912
0.616944117,7.835839545,6.213821641,3.163396681,0.616944117,0.723472561,0.963862555,1.446651153,2.425263728
0.646173438,8.26522964,1.418474632,0.058587547,0.646173438,0.76060262,1.024589879,1.565668661,2.689568578
0.296018159,8.091727842,11.65323036,22.03974782,0.296018159,0.347910354,0.466573109,0.707808751,1.20397845
0.61805874,9.101540783,0.448537759,22.65256294,0.61805874,0.732858317,1.008732274,1.596439232,2.876070641
0.618071265,8.523809596,40.71157228,40.08248867,0.618071265,0.729173198,0.988816762,1.527457253,2.662779155
0.495006134,11.39642454,34.45955256,3.784417688,0.495006134,0.598885485,0.87477771,1.524944812,3.132291289
0.505699344,8.953013492,7.892333357,16.50633409,0.505699344,0.598849142,0.821124131,1.291451277,2.307019371
0.549786876,9.25143638,16.87564255,5.572315367,0.549786876,0.65276243,0.901968884,1.436486409,2.610105999
0.435249261,5.789097127,0.165680959,4.96866912,0.435249261,0.501353431,0.633789858,0.873546914,1.304529297
0.237950903,16.0746461,32.39574163,3.546062003,0.237950903,0.299981809,0.495047614,1.052663791,2.830934195
0.439298183,11.62459625,3.827583851,19.7833797,0.439298183,0.532553007,0.78250937,1.377317377,2.866313748
0.443958167,11.38948271,16.63929943,1.179194688,0.443958167,0.537092124,0.784376281,1.366952714,2.806652841
0.49194812,12.00098505,22.12073937,2.385849813,0.49194812,0.598354576,0.887835001,1.587780332,3.376440652
0.43588346,11.81621518,0.241747006,10.10735995,0.43588346,0.529303505,0.781615451,1.386936484,2.918233892
0.397558614,11.7184641,6.409028129,42.47435612,0.397558614,0.482350413,0.710473968,1.255498698,2.626904248
0.795790351,8.099440522,13.03668522,47.93766463,0.795790351,0.93535612,1.25462968,1.903934159,3.239999297
0.271445902,12.27078565,3.952878591,18.43715288,0.271445902,0.330942186,0.494506765,0.894519934,1.931908855
0.412299856,9.917154157,0.996670267,45.19420785,0.412299856,0.492389399,0.692175931,1.133656694,2.139598852
0.622353225,6.767711252,12.29320845,12.39458136,0.622353225,0.723028884,0.937209009,1.345344129,2.123065993
0.756181355,7.576724022,12.72216397,13.31736196,0.756181355,0.884743624,1.170893128,1.738458067,2.871957677
0.718849787,7.127700618,1.623962929,40.22575693,0.718849787,0.837768055,1.096011513,1.597074599,2.572143998
0.537490458,11.80633992,15.10701563,0.238638013,0.537490458,0.65263065,0.963483776,1.708938563,3.593717209
0.411827954,12.36365393,36.78489962,8.682566839,0.411827954,0.502503501,0.7526763,1.366891073,2.967886334
0.281080642,14.23508239,46.37693092,10.75449994,0.281080642,0.34865997,0.548346238,1.078128835,2.607144803
0.690868304,8.049249264,7.292057217,46.80499497,0.690868304,0.811676116,1.087327361,1.646587217,2.794087755
0.680284883,9.862411963,10.84211889,0.391618939,0.680284883,0.812040784,1.139910585,1.862667879,3.504521477
0.617956059,10.14013705,7.670485009,9.147450833,0.617956059,0.739439178,1.045479771,1.728452233,3.303998432
0.34522218,13.40400778,11.1604875,4.592837776,0.34522218,0.42510308,0.654228656,1.241686447,2.862264993
0.554020719,8.831760386,46.65034899,35.25679002,0.554020719,0.655374703,0.895823994,1.401789254,2.486897559
0.5136678,10.60476118,16.11257009,47.5987903,0.5136678,0.617159639,0.883152136,1.488949519,2.922800777
0.500784557,11.04953383,12.34923219,41.35700764,0.500784557,0.604034082,0.874392745,1.502105506,3.024659521
0.68090176,7.950014586,1.262097543,36.23988742,0.68090176,0.799272185,1.067980402,1.61059055,2.717653051
0.555435176,8.576204518,44.38678103,40.24716261,0.555435176,0.655578683,0.890217994,1.378171146,2.409701903
0.630035612,8.466052594,0.747497485,1.979539204,0.630035612,0.742912318,1.00594988,1.550167608,2.693509282
0.384291233,7.718589706,0.170191034,37.33407546,0.384291233,0.450185058,0.597963486,0.893090107,1.487312182
0.641534241,8.729717226,6.553750218,25.1972545,0.641534241,0.758220062,1.033678463,1.610597414,2.84079555
0.467871289,10.0209515,16.6966381,0.957133351,0.467871289,0.559264501,0.788299261,1.296741869,2.461947953
0.530655082,11.65937403,10.23958131,41.55197303,0.530655082,0.643499801,0.946383983,1.668208811,3.478615088
0.546342319,9.896399274,13.96133057,2.82983016,0.546342319,0.652350959,0.916549615,1.499828922,2.827338579
0.54325645,11.00133271,49.49189352,0.668847635,0.54325645,0.654985443,0.946964858,1.623469443,3.260027966
0.600280163,7.557254577,23.02421092,0.821944339,0.600280163,0.70221724,0.928867995,1.377995701,2.273958007
0.627081555,6.532230182,29.2667398,20.80519705,0.627081555,0.727024244,0.936717635,1.331528069,2.073504488
0.293017974,12.90988159,49.22197745,22.69343743,0.293017974,0.359254924,0.545816114,1.014435905,2.272866184
0.660854501,8.199610695,4.647234535,2.326448092,0.660854501,0.777436716,1.045498722,1.593237016,2.726742666
0.685502414,3.100525615,12.58196265,33.04057316,0.685502414,0.771348675,0.910657821,1.123655417,1.444155962
0.680172567,7.818256779,6.709700535,38.90666883,0.680172567,0.797496008,1.062001593,1.592775954,2.667575001
0.377057422,8.374072071,26.63284076,7.511532328,0.377057422,0.444252752,0.600122348,0.921231724,1.592347587
0.626839714,7.895684324,14.85964257,1.489755337,0.626839714,0.735461966,0.981345158,1.476580163,2.483858476
0.374702561,10.94779343,28.35825314,49.83282795,0.374702561,0.451553606,0.651941447,1.115160765,2.232457688
0.363577509,8.803508063,38.01418748,34.95465025,0.363577509,0.42998488,0.587313198,0.917941864,1.62589298
0.296018159,7.364035083,6.750260462,1.684710268,0.296018159,0.345701865,0.455017744,0.669606037,1.092948608
0.659456114,8.775447952,15.98239568,19.32849674,0.659456114,0.779713966,1.064235218,1.66139145,2.938022876
0.620756285,9.878708632,20.33348474,7.232847692,0.620756285,0.741088736,1.04074945,1.70180046,3.204837703
0.655447413,9.101540783,0.448537759,22.65256294,0.655447413,0.777191642,1.069754241,1.693013779,3.050054852
0.634614717,9.580366718,6.020458741,16.12224166,0.634614717,0.75565426,1.053051352,1.700443882,3.148217578
0.509245619,10.80355341,1.49905824,3.988729516,0.509245619,0.612914834,0.881607785,1.49886008,2.975916035
0.452021583,11.59634971,6.696865843,2.188710279,0.452021583,0.547841424,0.804383219,1.414128556,2.938157432
0.505699344,11.77480934,19.28914128,4.212849214,0.505699344,0.613859265,0.905503223,1.603957687,3.366857259
0.368938078,11.41731087,16.87564255,5.572315367,0.368938078,0.446443331,0.652462734,1.138401336,2.341118377
0.741652999,3.073614937,48.03299658,11.72534642,0.741652999,0.834336409,0.984351174,1.213251354,1.556987824
0.237950903,9.863593584,17.1581113,23.39117878,0.237950903,0.284039591,0.398735675,0.651585372,1.226009756
0.888282647,5.025256492,6.974713028,45.48987924,0.888282647,1.01639619,1.260076734,1.682719844,2.407429099
0.421717165,11.8171025,22.14170378,39.22152607,0.421717165,0.512105034,0.75623613,1.341952544,2.823727564
