ID,Pixels,ZDiscs,Centroid,Azi_[RAD],Ele_[RAD],Sph_[RAD],Azi_[DEG],Ele_[DEG],Sph_[DEG],PC1_ROT,PC2_ROT,PC3_ROT
860,208913,76,"[1241.4409969700305, 1723.5253000052653, 233.39610747057387]",0.0110592506077131,0.117922157464409,-0.0262621964587845,0.6336483843994642,6.756441933787755,-1.5047130178317687,[-0.82922896 -0.00591807 -0.55887772],[-0.55886349 -0.00398852  0.82925007],[-7.13665890e-03  9.99974529e-01 -3.13970518e-09]
885,109927,40,"[1289.0575563783239, 1791.3893856832262, 271.46298907456764]",-0.0578188813699829,0.2199227375275147,-0.1054096153513206,-3.312777878667603,12.60064467928996,-6.039526079728084,[-0.86218759 -0.00097423 -0.50658821],[-5.06587883e-01 -5.72415318e-04  8.62188137e-01],[-1.12994009e-03  9.99999357e-01  1.58094408e-09]
913,10910,3,"[1224.614848762603, 1710.8856095325389, 204.43675527039414]",-0.043803572389967,0.177019738177604,-0.0873302485155521,-2.5097598255408826,10.142483888087565,-5.003654663769758,[-0.90112802 -0.0026656  -0.43354491],[-0.43354302 -0.00128245  0.90113196],[-2.95806103e-03  9.99995630e-01  1.09425748e-09]
953,13970,5,"[1318.6561918396565, 1876.3767358625626, 294.5735146743021]",0.0564727261178648,0.1372603048411552,0.0148572921913068,3.2356488641518553,7.864436162077297,0.8512601375545543,[-0.98562389 -0.0056794   0.16885876],[1.68855962e-01 9.72988027e-04 9.85640258e-01],[-5.76213317e-03  9.99983398e-01 -4.38850236e-09]
980,172617,62,"[1406.0770607761692, 1553.8612419402493, 243.46680222689537]",0.0066793732923833,0.1413811340214063,-0.0337908137132032,0.3826998994459671,8.10054228220004,-1.9360710120793312,[-0.91718128 -0.00487064 -0.39844043],[-0.39843481 -0.00211587  0.91719421],[-5.31036581e-03  9.99985903e-01 -1.09408363e-10]
983,15086,5,"[1349.3372663396526, 1919.4427283574175, 280.77687922577223]",-0.0365872122864439,0.1894313617126049,-0.0816614344161006,-2.0962928481624203,10.85361753354836,-4.678855541026934,[-0.96727503 -0.00228362 -0.25371991],[-2.53719202e-01 -5.99001979e-04  9.67277729e-01],[-2.36086916e-03  9.99997210e-01 -9.09197335e-10]
998,45218,16,"[1417.6598699632889, 1549.4802512273873, 285.89933212437523]",0.0828478620518917,0.1167845642016981,0.0426986975796463,4.74683283725544,6.691262641031905,2.4464551620192054,[-0.93794843 -0.00702128 -0.34670368],[-0.34669397 -0.00259527  0.93797471],[-7.48557435e-03  9.99971985e-01 -8.08921252e-10]
1000,51983,18,"[1390.9844564569187, 2012.683896658523, 205.11097858915414]",0.0189580843520213,0.1131256779893213,-0.0180064711396807,1.0862182210238416,6.481623903344106,-1.0316948002278323,[0.71851387 0.00544416 0.69549131],[-0.69547136 -0.00526957  0.7185345 ],[-7.57675781e-03  9.99971303e-01 -1.94627383e-09]
1003,117439,42,"[1422.0846992906957, 2058.0844097786935, 271.71737668065975]",0.0294697615887828,0.1441967835478542,-0.0121079800118819,1.6884929622940064,8.261867116653514,-0.6937361531095974,[-0.47881213 -0.00248114  0.87791389],[-0.8779021  -0.00454916 -0.47881855],[-5.18178255e-03  9.99986578e-01 -2.15516357e-09]
1019,10453,3,"[1405.353678369846, 1556.3670716540705, 207.18387065914092]",0.0109568049652502,0.1384095809280728,-0.0292692866985475,0.6277786814568174,7.930284831352987,-1.677006597185169,[-0.88221726 -0.00488724 -0.47081719],[-0.47080996 -0.00260816  0.8822308 ],[-5.53963934e-03  9.99984656e-01  2.77671770e-09]
1020,82011,29,"[1461.3351257758106, 2161.2119837582763, 246.60985721427613]",-0.0196848756903325,0.1030395010113334,-0.0529407170046904,-1.127860297295726,5.9037285310833845,-3.0332796487652303,[-0.58209279 -0.0047987   0.81310821],[-0.81308058 -0.00670293 -0.58211257],[-8.24359327e-03  9.99966023e-01  5.61090272e-09]
1049,9126,3,"[1444.2030462415078, 1643.4511286434363, 200.90094236248083]",0.04147731887153,0.1122983086003141,0.0036015472488909,2.3764753168569968,6.434219129255677,0.2063534570784071,[-0.98104623 -0.007597   -0.19362485],[-0.19361905 -0.00149934  0.98107564],[-7.74353738e-03  9.99970021e-01 -2.93989096e-09]
1069,13269,4,"[1480.1798929836461, 1691.8237998342, 211.9367699148391]",0.0515862764849002,0.1623629446573423,0.0074450636027316,2.955675923379758,9.302711478181871,0.4265707226429924,[-0.95161901 -0.00382329  0.30725664],[0.30725416 0.00123445 0.95162669],[-4.01764547e-03  9.99991925e-01 -1.84926557e-09]
1072,49927,18,"[1500.8231017285236, 1714.9192420934564, 263.16918701303905]",-0.0026392460889619,0.1718634100966199,-0.046530546025377,-0.1512176619939254,9.847048051262384,-2.66600390569333,[-0.80209538 -0.00267798 -0.59718994],[-0.5971866  -0.00199384  0.80209986],[-3.33870487e-03  9.99994428e-01  2.02222713e-09]
1076,137995,50,"[1587.328780028262, 1883.0477843400124, 277.68262618210804]",-0.0132510056778696,0.1036000668294313,-0.046980362022192,-0.7592266996458221,5.935846586599693,-2.691776463868301,[-0.9829307  -0.0080941   0.18379805],[0.18379181 0.00151346 0.98296403],[-8.23438116e-03  9.99966096e-01 -2.76428321e-09]
1078,7548,2,"[1487.2372813990462, 1688.217938526762, 287.6356650768415]",0.1238241296251585,0.1516009990005456,0.0790485855920299,7.0946000294024,8.686097412698278,4.52915033090197,[0.68445884 0.00330451 0.72904401],[-0.72903552 -0.00351972  0.68446682],[-4.82785485e-03  9.99988347e-01 -6.26039277e-10]
1094,3850,1,"[1515.3275324675324, 2165.101818181818, 296.4207792207792]",0.0952256850750385,0.1717739192775515,0.0494068744118507,5.4560298560416385,9.841920605024594,2.8308053827319526,[-0.99980694 -0.00350293 -0.01933419],[-1.93340676e-02 -6.77418565e-05  9.99813077e-01],[-3.50358021e-03  9.99993862e-01 -3.67426846e-09]
