ID,Pixels,ZDiscs,Centroid,Azi_[RAD],Ele_[RAD],Sph_[RAD],Azi_[DEG],Ele_[DEG],Sph_[DEG],PC1_ROT,PC2_ROT,PC3_ROT
42,26733,9,"[17.21871843788576, 2555.363670369955, 248.2001271836307]",-0.2573387327164789,0.27639329325649864,-0.30749334843090237,-14.744423289899402,15.83616918931905,-17.618071093436377,[-0.11944228 -0.02625446  0.99249395],[-0.99284114  0.00326001 -0.11939783],[1.00815881e-04 9.99649979e-01 2.64558870e-02]
43,71518,26,"[30.294121759557033, 2684.496294639112, 196.72899130288877]",-0.2841174086073477,0.01624428190686389,-0.24993850251976185,-16.278728399394907,0.9307287944840255,-14.320421332202244,[-0.81784168 -0.00965185 -0.57536236],[-0.57532229 -0.00678973  0.81789862],[-1.18007983e-02  9.99930369e-01  5.03596901e-09]
44,55091,20,"[51.436786407943224, 2609.967199724093, 86.6560055181427]",-0.23003513191543812,0.060414010549311975,-0.22915890561587587,-13.180042198489744,3.461467827934408,-13.129838129626464,[1.28009473e-02 1.20107271e-04 9.99918053e-01],[-0.99987404 -0.00938168  0.01280152],[-9.38244829e-03  9.99955985e-01  3.18654555e-09]
48,6178,2,"[16.719650372288765, 2724.7348656523145, 48.82146325671739]",-0.1784559303986688,-0.12335963951898593,-0.0987917613128263,-10.22477164092409,-7.067986706693134,-5.660350973888747,[0.34679705 0.01157098 0.93786882],[-0.93734721 -0.03127486  0.34699003],[-3.33467275e-02  9.99443843e-01 -3.86637951e-09]
50,30335,11,"[42.30776330970826, 2894.7655843085545, 16.257722103181145]",-0.08209109249963076,-0.2820482658020745,0.048422239424404934,-4.703473135846892,-16.160175249442897,2.7743899535903864,[-0.99188172 -0.07301192 -0.10411488],[-0.10383396 -0.00764317  0.99456527],[-7.34108885e-02  9.97301777e-01 -1.75069997e-09]
51,25265,9,"[32.76932515337423, 3186.6740154363742, 191.68015040569958]",-0.13704913156671372,0.21900926331082757,-0.18366715043370857,-7.852336824705844,12.548306461979767,-10.523352555045886,[-0.95969025  0.03846299 -0.27841554],[-0.28104192 -0.12014815  0.95214488],[0.00317122 0.9920106  0.12611472]
52,11527,4,"[22.492495879240046, 3322.226338162575, 292.60163095341375]",-0.20495667436055642,0.03930595968323208,-0.19952828981908577,-11.743152423897058,2.2520655995605683,-11.432128900096725,[-0.94443303 -0.01108021 -0.3285171 ],[-0.32849449 -0.00385394  0.94449802],[-1.17313271e-02  9.99931186e-01  3.14649542e-09]
54,10532,3,"[12.484808203570072, 3328.6487846562854, 277.15514622104064]",-0.19172025306042428,0.12315312203703077,-0.21767330028944243,-10.984761347542417,7.0561541265814345,-12.471761419268852,[-0.86590064 -0.00461659 -0.50019474],[-0.50018763 -0.00266677  0.86591294],[-5.33147793e-03  9.99985791e-01 -1.33779301e-09]
56,30686,11,"[23.31972234895392, 3376.516913250342, 254.6470377370788]",-0.13947153626576592,0.16532110465983285,-0.17829957447685496,-7.99113039023419,9.472201561448989,-10.215813106502281,[0.70329327 0.00227449 0.7108962 ],[-0.71089248 -0.00229907  0.70329694],[-3.23403431e-03  9.99994767e-01  1.90546838e-09]
60,35927,13,"[25.206529907868735, 3441.2367578701255, 222.99930414451526]",-0.1524505423191953,0.23549642714014826,-0.20047808408467654,-8.734772659370435,13.49295136554059,-11.486548102920803,[-4.14511814e-01 -2.54376672e-04  9.10043896e-01],[-9.10043725e-01 -5.58468155e-04 -4.14511895e-01],[-6.13678944e-04  9.99999814e-01 -7.91472976e-10]
