Total_IDs,Total_ZDiscs,mu_Azi_[RAD],mu_Ele_[RAD],mu_Sph_[RAD],mu_Azi_[DEG],mu_Ele_[DEG],mu_Sph_[DEG],sig_Azi_[RAD],sig_Ele_[RAD],sig_Sph_[RAD],sig_Azi_[DEG],sig_Ele_[DEG],sig_Sph_[DEG]
501,9720,2.23717998124828,-0.30736270513300734,0.7270890996956996,128.1809709366831,-17.610585783845323,41.659136742530336,0.1599934980244817,0.22582957855203126,0.1512476323086287,9.166952186337475,12.939081740249488,8.665850992630936
