ID,Pixels,ZDiscs,Centroid,PC1,PC2,PC3,Azi_[RAD],Ele_[RAD],Sph_[RAD]
30,36821,13,"[41.342223187854756, 1373.1430433719888, 146.84142201461123]",[0.49015485 0.32783648 0.80763325],[ 0.44626545  0.70153227 -0.55560743],[ 0.74872917 -0.63275249 -0.19755735],2.2724399431652276,-0.2579773271429858,0.7246534678266963
31,11318,4,"[27.05292454497261, 1347.075808446722, 172.5783707368793]",[0.40121711 0.52027496 0.75388248],[-0.50804348 -0.5584372   0.65577414],[ 0.76217888 -0.64611289  0.04026775],2.273964179088207,-0.05278333331506762,0.7041240869639781
33,193928,70,"[59.546496637927476, 1861.4191504063365, 154.4605575265047]",[-0.0792086  -0.495748    0.86484676],[0.66593873 0.61926975 0.41596944],[ 0.74178946 -0.60888331 -0.2810863 ],2.2581102868095813,-0.36221171961423526,0.7350615786645128
34,45655,16,"[29.33185850399737, 1757.2443982039208, 35.756412222100536]",[-0.01534563 -0.0226642   0.99962535],[0.56586989 0.82404014 0.02737009],[ 8.24351733e-01 -5.66077899e-01 -1.79578252e-04],2.172536576608249,-0.00021784178011971216,0.6017402732942038
35,33204,12,"[27.60589085652331, 1914.5595410191543, 89.72593663414047]",[ 0.09596421 -0.03758707  0.99467486],[ 0.63977446  0.76786642 -0.03270777],[ 0.76254804 -0.63950635 -0.09773494],2.26866060483026,-0.1274739166462182,0.7035536539183526
37,5301,1,"[5.613657800415016, 2314.764950009432, 288.3899264289757]",[ 0.05790752  0.75716347 -0.65065367],[0.24543143 0.62094757 0.74443773],[ 0.96768287 -0.2027994  -0.14987418],1.7773787275281416,-0.15365856358408356,0.2549223937993241
40,2779,1,"[19.106153292551276, 2326.5671104713924, 296.8207988485067]",[ 0.49694514  0.86304701 -0.09052841],[ 0.68229022 -0.32412755  0.65530252],[-0.53621413  0.38741605  0.74992214],2.196465541251213,-0.9500565569426358,1.0048508343770683
70,8697,3,"[32.252270898010806, 1268.5996320570312, 200.90421984592388]",[ 0.4718657   0.8311499  -0.29416425],[0.26829665 0.18245789 0.94589959],[ 0.83985693 -0.52526086 -0.13689911],2.129695496829767,-0.16158181753907272,0.5737767275516287
71,113952,41,"[83.57211808480764, 576.0357080174108, 17.619216863240663]",[0.48528538 0.78199798 0.39112307],[ 0.07073611 -0.48097382  0.87387676],[ 0.87148982 -0.39641309 -0.28872506],1.9976913523303967,-0.3199199351602123,0.512564278203226
73,13030,4,"[34.1623944742901, 1329.8260936300844, 187.42739831158863]",[-0.28625697 -0.6685287   0.68638642],[0.54867662 0.47290752 0.68942907],[ 0.78550043 -0.57395806 -0.23143299],2.201824685492963,-0.2865241126813016,0.6672919901748463
74,176407,64,"[139.06129575356988, 1035.6962762248663, 180.86759595707653]",[0.47100557 0.78346961 0.40537528],[-0.0939973  -0.41234925  0.90616367],[ 0.87710789 -0.46491233 -0.12057476],2.0581950857176583,-0.13661231050012052,0.5009891828141172
79,30152,10,"[51.12480100822499, 2438.169673653489, 290.36773680021224]",[0.55459439 0.72497288 0.40845978],[-0.08057316 -0.44177351  0.89350105],[ 0.82821074 -0.52844157 -0.18659176],2.138726383267932,-0.22159523306036866,0.5948889489748657
85,9464,3,"[56.88672865595942, 28.520498732037193, 294.59795012679626]",[0.69608313 0.67724504 0.23834312],[-0.02252409 -0.31120945  0.95007439],[ 0.7176078  -0.66669921 -0.20137332],2.3194355535805897,-0.27358123959011105,0.7704349818513733
91,30719,11,"[66.30687847911716, 1439.2376053908006, 134.14499169894853]",[0.2746425  0.19762087 0.94101939],[ 0.51824433  0.79392081 -0.31798201],[ 0.80993476 -0.57500933 -0.1156285 ],2.188165816583595,-0.1418045343432746,0.6267554534609439
93,32850,11,"[67.23193302891933, 1431.7776560121765, 190.06499238964992]",[0.46100671 0.51367336 0.72361074],[-0.34405279 -0.64818634  0.67932477],[ 0.81798563 -0.56213357 -0.1220875 ],2.1728914294411648,-0.14816012847124904,0.6128958772625769
99,4465,1,"[60.49944008958567, 922.2098544232923, 189.6179171332587]",[0.47668645 0.87317865 0.10163207],[-0.13450203 -0.04180544  0.99003106],[ 0.86872276 -0.48560411  0.09751621],2.0805126096794955,-0.11178444984976679,0.5181785925347903
103,130633,47,"[194.33679851186147, 381.8430718118699, 235.56780445982255]",[0.65912529 0.66912272 0.34326177],[-0.12288166 -0.35448362  0.92695278],[ 0.74192584 -0.6531586  -0.15142621],2.292651572607775,-0.20133363396715545,0.7348581960283563
107,93030,33,"[123.62792647533054, 366.62316457056863, 89.95160700849189]",[0.31246817 0.31966243 0.89452757],[ 0.30554854  0.85781386 -0.41327408],[ 0.89944635 -0.40245659 -0.17036714],1.9915270246583305,-0.18719566604974136,0.45229532097915787
109,16251,5,"[107.90659036366993, 1953.5079072057104, 294.13020737185406]",[ 0.43644328  0.89650535 -0.07612766],[ 0.38989781 -0.1121999   0.9139972 ],[ 0.81086186 -0.42858995 -0.39851436],2.057030797463852,-0.4568004348350397,0.6251730380698588
111,104162,37,"[169.47590292045084, 684.8745319790327, 270.93608993682915]",[0.49455388 0.33097792 0.80366042],[ 0.50869876  0.63950844 -0.57641524],[ 0.70472834 -0.69388945 -0.14790332],2.348444932255009,-0.20687037690848795,0.7887561548002244
112,10645,3,"[96.78384217942695, 1441.6414279004227, 97.7677782996712]",[ 0.55278517  0.66319805 -0.50457596],[0.22960163 0.46084921 0.85726373],[ 0.80106906 -0.58973414  0.10247925],2.205396328858967,-0.12723701132210838,0.6417172115473629
113,13649,4,"[100.60312110777346, 26.10901897574914, 42.954355630449115]",[ 0.22758411 -0.31509794  0.92136787],[0.51115796 0.84400803 0.16238222],[ 0.82880819 -0.43400891 -0.35314764],2.0531877522571635,-0.40279429980148945,0.5938220290445766
114,248419,90,"[214.99252070091256, 1672.412862945266, 152.43142835290377]",[-0.12820123 -0.53258746  0.83660925],[0.65491176 0.58801416 0.4746893 ],[ 0.74475166 -0.60876099 -0.27341365],2.25605813588967,-0.35184484354837137,0.7306337005748423
119,46758,17,"[130.53988622267846, 1016.992792677189, 110.78358783523674]",[0.51522147 0.85224351 0.09070739],[-0.11694293 -0.03494041  0.99252381],[ 0.84904133 -0.52197717  0.0816618 ],2.1220156723497188,-0.0958862331784648,0.5566282202768256
121,104222,37,"[165.25102185718947, 1694.6225652933163, 88.92463203546276]",[-0.26097077 -0.57786329  0.77328408],[0.5247741  0.58742211 0.6160742 ],[ 0.81025083 -0.56657681 -0.14994769],2.1810261537732862,-0.18299296835825618,0.6262163648389004
122,24233,8,"[128.1091899475921, 1526.8639458589528, 81.61647340403582]",[ 0.45012111  0.72228915 -0.5250613 ],[0.24035592 0.46829585 0.85025174],[ 0.86001164 -0.50891785  0.03718338],2.1051327001626325,-0.043208988151099324,0.5355038451358193
123,21755,7,"[115.59370259710411, 1528.4584693173983, 145.24670190760745]",[0.26405678 0.12475343 0.95640504],[ 0.51774572  0.81828935 -0.24968362],[ 0.81376494 -0.56110527 -0.15148429],2.174452438838048,-0.18404579715206307,0.6201953347986261
126,13634,4,"[111.3200088015256, 727.3478069532052, 6.008068065131289]",[ 0.26352944 -0.01057623  0.96459337],[ 0.37992165  0.9202602  -0.09370545],[ 0.88668584 -0.39116405 -0.24653379],1.9862687083005017,-0.2711899184626455,0.48066890194437006
127,103192,37,"[168.35776029149545, 278.5910535700442, 141.30787270331032]",[-0.06491345 -0.52189105  0.85053864],[0.56600924 0.6827077  0.46210793],[ 0.82183927 -0.51140975 -0.25107824],2.127433448203079,-0.296502058543559,0.6061644111719006
129,116678,42,"[198.64829702257495, 2187.4399372632374, 287.1157716107578]",[ 0.4323924   0.90140138 -0.02263563],[ 0.32716384 -0.13344508  0.93549785],[ 0.84023844 -0.41190772 -0.35260658],2.0265951592953546,-0.397330957140269,0.5730735077069636
131,127330,46,"[204.06350428021676, 938.777656483154, 235.13809785596482]",[0.47655765 0.61248883 0.63067444],[-0.4514054  -0.44511287  0.77337423],[ 0.75440438 -0.65324725  0.06435882],2.2844554764462597,-0.08510471081460261,0.716050066388821
132,26494,9,"[143.25598248660074, 108.72004982260134, 55.643843889182456]",[0.58401465 0.75947336 0.28657828],[ 0.2374838  -0.49745155  0.83435209],[ 0.77622699 -0.41921614 -0.47088161],2.0659830183623376,-0.5452793301778662,0.6821373562740851
138,95953,34,"[154.61582232968223, 848.3234604441758, 15.64214771815368]",[ 0.30397286  0.82643664 -0.47392296],[0.30922459 0.3849383  0.86959914],[ 0.90109969 -0.41088317 -0.13854374],1.998611836739496,-0.15255503161229736,0.4484973410434667
139,8929,3,"[132.11412252211895, 1483.0079516183223, 57.006943666704]",[-0.30295103 -0.44733753  0.84149261],[0.4017451  0.74074848 0.53841672],[ 0.86418837 -0.50117943  0.04469485],2.0963369794462743,-0.05167283410826561,0.5272612277961629
141,79355,28,"[170.6793900825405, 128.34465377102893, 176.53942410686156]",[ 0.22045202 -0.30412278  0.9267741 ],[0.59609594 0.79407796 0.11878477],[ 0.77205605 -0.52625994 -0.35634244],2.1690897320835765,-0.4324172619432204,0.6887264574300916
143,62848,22,"[166.12305880855396, 1052.3232879327902, 70.33140274949083]",[-0.36500707 -0.58082126  0.72761013],[0.37276005 0.62498109 0.68589254],[ 0.85312355 -0.52157961  0.01161556],2.1195388667566766,-0.013614485473924035,0.5488528758471704
144,16797,6,"[149.90087515627792, 1602.9679704709174, 133.89920819193904]",[ 0.40942771  0.87446006 -0.26017026],[0.27020898 0.15614787 0.95005524],[ 0.87141039 -0.45927928 -0.17235569],2.055851210562294,-0.19526903157128422,0.5127262206603608
148,82548,30,"[214.69818772108349, 1230.1345399040558, 134.59109851238068]",[0.54678427 0.83237341 0.09045142],[ 0.02988651 -0.12736532  0.9914055 ],[ 0.83673996 -0.53938166 -0.09451809],2.143382154917147,-0.11248312030760199,0.5794937918512181
149,8292,3,"[150.18921852387842, 378.82332368548, 52.28762662807525]",[0.52749544 0.39903687 0.75001209],[ 0.11019865  0.84322966 -0.52613687],[ 0.84238045 -0.36018512 -0.40082647],1.9748503139304614,-0.444122013461701,0.5691108628106406
158,16567,6,"[174.7864429287137, 1204.3823866723003, 256.64875958230215]",[0.48483223 0.68542006 0.54326517],[-0.32451085 -0.43583642  0.83948754],[ 0.81217635 -0.58330606  0.0111187 ],2.193633727999585,-0.013689153354687334,0.6229234647762462
168,9417,3,"[162.9019857704152, 2341.561431453754, 103.85536795157694]",[ 0.12035835  0.991314   -0.05301342],[0.21971937 0.02547653 0.97523041],[ 0.96811015 -0.1290252  -0.21474458],1.7032908684411388,-0.21828402596179816,0.2532224268646391
169,3231,1,"[170.44042092231507, 2260.629216960693, 127.57536366450016]",[-0.41980399  0.89416653 -0.15566254],[0.47871023 0.36385113 0.79902996],[ 0.77110383  0.26091871 -0.58079282],1.897073366000136,-0.645543825760943,0.6902233349850948
171,36103,13,"[242.78788466332438, 131.44492147466968, 11.971110434035953]",[0.60080788 0.51737305 0.60938906],[-0.20648752 -0.63600266  0.74354792],[ 0.77226472 -0.57256069 -0.27528433],2.208773703712648,-0.3424214713228474,0.6883980583468129
205,18718,6,"[213.33144566727213, 1218.2251843145634, 109.42547280692382]",[-0.39222165 -0.59179162  0.70423352],[0.45264351 0.54231155 0.70782204],[ 0.80079713 -0.59638986 -0.0551643 ],2.210925907398499,-0.06877808552916632,0.6421713876615937
209,271236,98,"[315.627870194222, 1327.9531957409783, 43.56242165494256]",[ 0.43718176  0.71399152 -0.54688959],[0.25976041 0.48192203 0.83682476],[ 0.86104392 -0.50790479  0.02522079],2.1037346933749013,-0.029282570824409607,0.5334773818354334
215,119948,43,"[280.9115783506186, 232.76671557674993, 72.62805549071264]",[0.59481789 0.62684119 0.50325123],[-0.10973464 -0.55686494  0.82332239],[ 0.79633535 -0.54495098 -0.26244703],2.170923471444211,-0.31835836880861756,0.6495842275059505
217,3169,1,"[221.43420637425055, 1690.5184600820448, 296.22152098453773]",[ 0.88243158  0.39888808 -0.2494049 ],[ 0.4341     -0.4861001   0.75846152],[-0.18130551  0.77755707  0.6021074 ],2.9125125387173068,-1.2783139506007557,1.3884825239232874
219,135620,49,"[347.1064297301283, 208.9921914171951, 233.4072776876567]",[0.67878195 0.63820982 0.36323999],[-0.1281957  -0.38406787  0.91436193],[ 0.72306357 -0.66721818 -0.17888259],2.316047674175887,-0.24252575622427935,0.7625693077615193
220,97972,35,"[312.2326787245335, 60.41898705752664, 266.6543808435063]",[0.50333474 0.32373109 0.80115687],[ 0.50943178  0.63772171 -0.57774585],[-0.69794942  0.69893433  0.15606859],2.356899564511773,-0.21999118862757236,0.7982661863882446
222,7251,2,"[223.29637291408082, 1169.552475520618, 48.08150599917253]",[-0.25879955 -0.27948585  0.92461368],[0.54627336 0.74709443 0.37872858],[ 0.796623   -0.6031066   0.04067203],2.2188126670475907,-0.051011260517546,0.6491085022915277
223,8507,3,"[233.05854002586105, 645.7373927353943, 206.920300928647]",[0.34699346 0.12634661 0.92931807],[ 0.47682587  0.82949613 -0.29081483],[ 0.80760921 -0.54403374 -0.2275844 ],2.1636075828881207,-0.2746772072890805,0.6307096698580696
224,30499,11,"[241.88445522804025, 1291.842716154628, 189.89717695662154]",[0.45239795 0.72853529 0.51436605],[-0.27301014 -0.4359366   0.85756909],[ 0.84900033 -0.52838964  0.0016807 ],2.1274998859689083,-0.001979620825975367,0.5567058285369628
226,100317,36,"[290.7185920631598, 485.2049204023246, 13.255230917989971]",[0.45664062 0.8853085  0.08779639],[ 0.20509533 -0.20078565  0.95792538],[ 0.86568773 -0.41942101 -0.27325953],2.021962826786331,-0.3057574962041052,0.5242737236133684
228,24477,8,"[249.693222208604, 718.1857253748417, 124.8552110144217]",[0.54266134 0.79727749 0.26432418],[ 0.01086213 -0.32132455  0.94690683],[ 0.83988135 -0.5109786  -0.18303054],2.1173648865914565,-0.21456955540578465,0.5737317368481196
230,5190,1,"[234.32215799614644, 724.921387283237, 142.15684007707128]",[0.56526202 0.81903413 0.09829517],[-0.26995892  0.07107159  0.96024529],[ 0.77948767 -0.56932585  0.26127964],2.2016249845718976,-0.3234242785664317,0.6769488002662707
233,8096,2,"[254.11277173913044, 333.7443181818182, 294.6845355731225]",[ 0.66693677  0.73245768 -0.13675198],[ 0.21463836 -0.01310308  0.9766057 ],[ 0.71353047 -0.68068646 -0.16595244],2.3326415356436785,-0.2285167483787863,0.776271931722531
236,116109,42,"[314.43318778044767, 1914.1598584089088, 281.8992412302233]",[ 0.46573978  0.87616908 -0.12415394],[ 0.42516357 -0.0985076   0.89974007],[ 0.77609432 -0.47183048 -0.41839408],2.117044621451108,-0.49443782619754223,0.6823477658335357
239,55801,20,"[333.0722388487662, 116.69369724556907, 128.28863282020035]",[0.5741449  0.45843265 0.67837831],[ 0.2251444   0.70820838 -0.6691419 ],[ 0.7871897  -0.53691749 -0.30340069],2.1693862466745255,-0.36787681748149753,0.6645575852096962
246,82706,30,"[338.91944961671464, 511.8673614973521, 277.37728822576355]",[0.73101433 0.63877909 0.23995691],[-0.07671076 -0.27249576  0.95909411],[-0.67803651  0.71951882  0.15019708],2.385867829280753,-0.21799746131671838,0.8257083079354924
260,293079,106,"[331.4201836364939, 565.852428867302, 110.44648030053331]",[-0.11627688 -0.29939921  0.94701626],[0.66907241 0.68106808 0.29746997],[ 0.73404482 -0.66821134 -0.12112728],2.309280682636182,-0.16353972936600508,0.7465372586043082
262,5478,1,"[272.7858707557503, 1283.3722161372764, 93.57940854326397]",[ 0.4733069   0.8785133  -0.06476854],[-0.36638355  0.26318957  0.89246532],[ 0.80108905 -0.39867987  0.44644226],2.032580076581488,-0.5084260894117851,0.6416838165941995
267,127546,46,"[379.2800950245402, 803.2249384535776, 235.88105467831213]",[0.44837001 0.51925512 0.7275565 ],[-0.49109201 -0.53700047  0.68590024],[ 0.74685539 -0.66483428  0.01422713],2.2981583663813963,-0.019047078717514845,0.7274757295687072
270,11651,4,"[303.15784052871, 43.38357222556004, 130.9425800360484]",[0.57878845 0.2876195  0.76307205],[ 0.29287236  0.79999169 -0.5236784 ],[ 0.76107142 -0.52658173 -0.37879015],2.1760621483603497,-0.461811085381068,0.7058330861288032
273,288470,105,"[403.02691094394567, 1552.5096682497312, 135.61876104967587]",[ 0.0331101  -0.27377343  0.96122413],[0.63425    0.74903792 0.19149186],[ 0.7724187  -0.60331609 -0.19844152],2.2338899572692914,-0.25147085300674743,0.6881556425124445
276,16229,5,"[302.56429847803315, 233.01990264341612, 37.17203771027174]",[0.46133082 0.43828142 0.7714164 ],[ 0.29136145  0.74640872 -0.59831641],[ 0.8380229  -0.5007828  -0.21664304],2.1094319484866837,-0.2529783166796564,0.5771467394116823
277,34044,12,"[314.58621196099165, 1400.3815944072378, 139.59008929620492]",[-0.3496498  -0.59087038  0.72706066],[0.45412675 0.57189187 0.68316073],[ 0.81945952 -0.56904471 -0.06836817],2.1777638987795287,-0.08323802900119893,0.6103289576088247
279,26862,9,"[313.3917429826521, 1385.1407564589383, 79.53074975802248]",[ 0.39579766  0.67091307 -0.62707245],[0.34938886 0.52147098 0.77845709],[ 0.84927712 -0.52720363 -0.02801256],2.1263462460777793,-0.03297204587911273,0.556181764663401
280,31593,11,"[322.0260184218023, 1488.894058810496, 95.18022979774001]",[-0.27603754 -0.53374932  0.79932155],[0.43942096 0.66954927 0.59884304],[ 0.85481723 -0.51654181 -0.0497199 ],2.1143508202369183,-0.05809890933839595,0.545597800614204
284,67098,24,"[328.3118274762288, 895.9314435601657, 111.39042892485618]",[-0.04026289  0.08413233  0.99564082],[ 0.52457244  0.84986077 -0.05060054],[ 0.85041322 -0.52024842  0.07835135],2.119817718870327,-0.09187390139466782,0.5540261066002281
287,76318,27,"[339.51445268481876, 1119.461293534946, 234.88201996907677]",[ 0.36072106  0.8233276  -0.43819171],[0.40732528 0.28358214 0.86814013],[ 0.83902708 -0.49164299 -0.23306809],2.100834260316336,-0.2709523978671058,0.5753037468139196
296,9426,3,"[321.3445788245279, 1351.7276681519202, 57.357097390197325]",[-0.4732547  -0.60482674  0.64047998],[0.25603236 0.60123125 0.75694677],[ 0.84289823 -0.52221222  0.1296803 ],2.1254623284203302,-0.15265355964881913,0.5681493084007194
300,3658,1,"[324.32094040459265, 1879.4220885729908, 296.49617277200656]",[0.76781224 0.63869856 0.0502843 ],[ 0.38505932 -0.52277696  0.7605482 ],[-0.51204851  0.56459578  0.64733138],2.404962319445289,-0.901558410564826,1.0332283405312115
301,36944,13,"[369.57616933737546, 29.931003681247294, 161.5027067994803]",[ 0.41980545 -0.02751917  0.90719682],[ 0.58509199  0.77233322 -0.24732321],[ 0.69385211 -0.63462123 -0.34033094],2.3116383214219662,-0.4560146820087818,0.8039716856214396
304,98631,35,"[356.44785108130304, 729.7788626293965, 16.144123044478917]",[ 0.31006259  0.84223442 -0.44102423],[0.19639829 0.39713645 0.89649894],[ 0.93020907 -0.36458718 -0.04227624],1.9443361468025584,-0.04541685643740733,0.3758142795184644
305,4356,1,"[328.0886134067952, 10.325068870523417, 35.72314049586777]",[0.57580792 0.11507607 0.80944595],[ 0.49255234  0.74138678 -0.45578265],[-0.6525622   0.66113776  0.37021539],2.3627221846429203,-0.5160478124281314,0.8598353961603363
309,109860,40,"[396.97888221372654, 1087.1360549790643, 130.16090478791187]",[0.52214393 0.85098413 0.05649539],[-0.03149486 -0.04695759  0.99840025],[ 0.85227565 -0.52308795  0.00228301],2.121268029868457,-0.0026787131376276984,0.5504759491625788
315,6665,2,"[336.71822955738935, 1492.039759939985, 117.49992498124531]",[0.66263892 0.57273405 0.48258199],[-0.08594367 -0.58194738  0.80867233],[ 0.7439915  -0.57733263 -0.33639811],2.230726841845498,-0.4246430605425545,0.73177206393255
318,39793,14,"[360.5366773050537, 200.1889528308999, 116.234463347825]",[ 0.25954487 -0.12124301  0.95809007],[ 0.59900851  0.79839776 -0.06123583],[ 0.75751255 -0.58979755 -0.27984564],2.232350185662896,-0.353875883489955,0.7113019924279192
319,3002,1,"[338.0566289140573, 1519.5216522318453, 108.83910726182545]",[ 0.52939315  0.81518078 -0.23499612],[0.14991867 0.18274601 0.97166264],[ 0.83502532 -0.54962185 -0.02546633],2.1529213082944176,-0.030488224512935876,0.582617527027962
328,80046,29,"[398.7856607450716, 1441.6458536341604, 209.2259450815781]",[ 0.42086817  0.80845344 -0.41142802],[0.22942432 0.34394186 0.91053198],[ 0.87763003 -0.47760552 -0.0407247 ],2.069175004637527,-0.04636978018032597,0.4999009817298264
334,242189,88,"[519.6924055180045, 641.161956158207, 209.1055043788116]",[0.30504735 0.20083173 0.93092037],[ 0.6828269   0.63527152 -0.36080123],[-0.66384753  0.74571892  0.05665459],2.414211984351291,-0.08513648400782843,0.844844572417525
340,123536,45,"[459.58107758062425, 108.1640331563269, 60.57214091438933]",[0.65741867 0.70051526 0.27763116],[ 0.06034391 -0.41620335  0.90726698],[ 0.75110539 -0.5797009  -0.31589168],2.2281022096489087,-0.39811161955294466,0.7210614679377715
343,18562,6,"[412.02774485508024, 1152.2556297812737, 192.15434759185433]",[ 0.52370581  0.79897332 -0.29559069],[0.30081021 0.15119272 0.94162306],[ 0.79702286 -0.58205016 -0.16115882],2.201556971459421,-0.19951101161763105,0.6484467203280657
346,26278,9,"[410.5256488317224, 579.8386102443109, 119.8621660704772]",[ 0.45636169  0.74690178 -0.48360287],[0.42142289 0.29724551 0.85676593],[ 0.78366878 -0.59479647 -0.17911005],2.2200260079854237,-0.2246938919293566,0.6702461615061955
347,3827,1,"[392.96315651946696, 1237.4334988241442, 225.45414162529397]",[0.47053642 0.60877366 0.63874104],[-0.24903213 -0.60283565  0.75800539],[ 0.84650958 -0.51573619 -0.13205192],2.117989742266085,-0.15474857266234784,0.5614019467524056
348,51960,18,"[417.7132217090069, 1055.6465935334872, 85.97270977675134]",[-0.47018506 -0.40675267  0.78324854],[0.43864306 0.6623951  0.60730964],[ 0.76584481 -0.62911446  0.13302904],2.25848914052135,-0.17198629694886308,0.6984422177814106
350,6437,2,"[408.0173994096629, 153.38837967997515, 295.43886903837193]",[ 0.70637193  0.70182712 -0.09207272],[ 0.21534978 -0.0891676   0.97245751],[-0.67428715  0.70674453  0.21412381],2.3796924324642603,-0.30748422602129954,0.8307973540330514
352,85734,31,"[494.6795553689318, 330.1629691837544, 275.95630671612196]",[0.76992724 0.61783659 0.15965585],[-0.03235324 -0.21207708  0.97671725],[-0.637311   0.7571666  0.1432949],2.441933949133507,-0.2211649744154691,0.879792572582497
354,3805,1,"[400.38423127463864, 1319.865703022339, 230.7831800262812]",[0.62951305 0.74914663 0.20613746],[ 0.04292462 -0.29842852  0.95346625],[ 0.77580332 -0.59137108 -0.22002148],2.2221036731178243,-0.27634821938547555,0.6828090809195085
358,266842,97,"[515.7754738759265, 1209.5485230960644, 40.5090727846441]",[ 0.54083027  0.82495419 -0.16417429],[0.05700305 0.15878704 0.98566593],[ 0.83919799 -0.54243641  0.03885194],2.1446188350505286,-0.04626347307168334,0.5749895412390711
362,15449,5,"[434.4720693896045, 33.32196258657518, 8.469221308822577]",[0.55469938 0.53480686 0.63740899],[ 0.05588666  0.74039211 -0.6698479 ],[ 0.83017184 -0.40718687 -0.38080647],2.0268030402435806,-0.4300718661612209,0.5913804861472051
364,51145,18,"[441.0302277837521, 798.0559781014762, 46.52333561442956]",[-0.10143623 -0.50308866  0.85826132],[0.55828098 0.68527723 0.46767238],[ 0.82342761 -0.5265899  -0.21135289],2.1397615690817364,-0.25125063868073644,0.6033708339999867
366,74578,27,"[481.25951352945907, 346.8452894955617, 10.14092627852718]",[0.44063178 0.89702372 0.03452643],[ 0.2099182  -0.14035763  0.9675919 ],[ 0.87279893 -0.41910402 -0.25014764],2.0184657756163715,-0.27912200359638845,0.5098884989256768
375,280507,102,"[504.72294452544855, 424.39410424695285, 109.17879054711648]",[-0.09859663 -0.28553243  0.95328376],[0.64103591 0.71449241 0.28030975],[ 0.76115154 -0.63872673 -0.11259   ],2.268962530428804,-0.14685569328842832,0.7057095679655075
381,33277,12,"[527.2997565886348, 1179.1453857018362, 292.9975358355621]",[ 0.7384755   0.66713962 -0.09787064],[ 0.43003942 -0.35419733  0.83042781],[-0.51934578  0.65533883  0.54846238],2.4714512406962292,-0.8126590445631117,1.0247111156736555
384,4406,1,"[454.2625964593736, 1133.7893781207445, 91.37153881071266]",[-0.44685879 -0.54297217  0.71098414],[0.24294446 0.69122669 0.68057597],[ 0.86098502 -0.47685101  0.17696865],2.076585657880443,-0.20271875358621336,0.5335931970127168
386,81022,29,"[536.8701463799955, 71.31802473402286, 235.3889684283281]",[0.67317585 0.58495971 0.45238966],[-0.16120391 -0.48096762  0.86179084],[ 0.7216977  -0.65306376 -0.229478  ],2.306311655997675,-0.30786014514880233,0.7645445490837904
394,80136,29,"[511.60855295996805, 974.2743336328242, 232.7730982330039]",[-0.19577376 -0.55597059  0.80781764],[0.58554437 0.59451883 0.55107636],[ 0.78664505 -0.58089936 -0.20915426],2.2068654545937174,-0.2598690856149117,0.665440255044324
402,12211,4,"[481.21513389566786, 114.61575628531652, 23.962902301203833]",[0.55676376 0.36941304 0.74400814],[ 0.11515171  0.85269982 -0.50955186],[ 0.82265071 -0.36937382 -0.43221382],1.9928220352862314,-0.4837539805789897,0.6047386548065894
403,4678,1,"[486.40166737922186, 1013.1509191962377, 208.15925609234716]",[0.81335739 0.58156372 0.01527724],[-0.37808542  0.50845576  0.77364343],[-0.44215515  0.6350247  -0.63343701],2.5333675396382596,-0.9613968013428454,1.1127962883042348
404,20835,7,"[489.99894408447324, 1237.8230381569474, 141.4480441564675]",[0.55317934 0.6467353  0.52509625],[-0.32109599 -0.41608897  0.85074516],[ 0.76869368 -0.63922095 -0.02250771],2.264491769162455,-0.02927210964796173,0.6940000288435171
406,22822,8,"[487.25536762772765, 894.3178511962142, 32.387126456927525]",[ 0.12815552 -0.14340175  0.9813318 ],[0.65397731 0.75609821 0.02508327],[ 0.7455802  -0.63855417 -0.19067965],2.279024601309694,-0.25037993197223757,0.7293912744662792
410,34151,12,"[498.2578548212351, 1245.8779245117273, 83.9127990395596]",[-0.26229021 -0.26989336  0.92647796],[0.49501234 0.78651687 0.36926142],[ 0.82835175 -0.55547168  0.07269513],2.1614995769770307,-0.0875345154733767,0.5946372789233563
413,38776,14,"[531.4515679801939, 67.37786259541984, 98.14983494945326]",[0.42658181 0.05517165 0.90276467],[ 0.53015229  0.79343331 -0.29900189],[ 0.73277999 -0.60615152 -0.30921484],2.2619006866359,-0.39930566783396376,0.7483978917625677
415,205997,75,"[584.9684704146177, 1443.4494337296173, 107.15630324713467]",[0.26249367 0.17308939 0.94928243],[ 0.51531576  0.80659823 -0.28956685],[ 0.81581048 -0.56518966 -0.12253124],2.1766705322433366,-0.14908135448665108,0.6166670705100264
416,3165,1,"[486.9769352290679, 1122.4660347551344, 208.80568720379148]",[ 0.31173538  0.9376786  -0.15355748],[0.36373416 0.03153365 0.9309689 ],[ 0.87779184 -0.34607005 -0.33123558],1.946336608151059,-0.3608301832390806,0.4995633130191696
417,5869,2,"[508.29800647469756, 1782.743908672687, 296.0376554779349]",[ 0.61667158  0.77951663 -0.1098635 ],[ 0.49901133 -0.27913863  0.82040802],[ 0.60885455 -0.56074544 -0.56112449],2.3150847059394906,-0.7446251158345493,0.9161804768144753
420,193300,70,"[646.7710863942059, 452.050682876358, 227.55427832384893]",[0.58908901 0.42559623 0.68690755],[-0.57120233 -0.38196484  0.72651962],[-0.57157855  0.82034792 -0.01809027],2.5330502993635897,-0.031639095911636946,0.9623679859943093
422,81719,29,"[546.191889279115, 573.1205350040995, 18.196563834603946]",[ 0.38316316  0.86146512 -0.33326241],[0.19532465 0.27707172 0.94078666],[ 0.90279249 -0.42556915 -0.0621017 ],2.011296743986228,-0.06868026166370404,0.44457742243189885
