ID,Pixels,ZDiscs,Centroid,PC1,PC2,PC3,Azi_[RAD],Ele_[RAD],Sph_[RAD]
423,88028,32,"[571.8450947425819, 1959.6237674376334, 274.65930158585905]",[0.5103567  0.29093233 0.80925547],[ 0.45971014  0.70299431 -0.54264684],[ 0.72677549 -0.6489664  -0.22503331],2.299696763580883,-0.300270356710446,0.7571805671647666
424,41575,15,"[559.8783884546001, 1365.0755021046302, 159.6520745640409]",[0.4397353  0.56236895 0.70026711],[-0.27552668 -0.65763085  0.70114671],[ 0.8548204  -0.50126123 -0.13423585],2.1011510613351208,-0.15576194485567227,0.5455916900411611
425,24176,8,"[548.1393530774321, 996.1491975512905, 162.35961283917936]",[0.45566972 0.84388973 0.28322293],[-0.16006955 -0.23530639  0.95864938],[ 0.87563854 -0.48216287  0.02785905],2.0741318735570284,-0.03180497114611722,0.5040399809411222
432,90257,32,"[569.4685176772992, 1291.762456097588, 200.3424332738735]",[ 0.40728482  0.86358246 -0.29722788],[0.22722644 0.21939524 0.94880655],[ 0.88458307 -0.45397254 -0.10687242],2.0449521213540867,-0.12023396820471115,0.4851970315670047
434,5516,2,"[524.6410442349529, 1852.3410079767948, 279.91298042059464]",[-0.04986856 -0.70147043  0.71095173],[0.62704414 0.53207218 0.56895943],[ 0.77738586 -0.47417131 -0.41331925],2.1185044024104522,-0.4886679745016688,0.6802971189085846
438,7315,2,"[550.4473000683527, 9.25181134654819, 122.08051948051948]",[0.32096935 0.09872721 0.94192973],[ 0.74285967  0.59068204 -0.3150464 ],[-0.58748463  0.80084185  0.11625037],2.5086809473603022,-0.19535448892949733,0.942849341663127
440,3836,1,"[544.648070907195, 1859.5041710114704, 296.36470281543274]",[0.38623782 0.92172977 0.03513647],[-0.0932067   0.00110277  0.99564617],[ 0.91767797 -0.38783116  0.08633733],1.9706513048206973,-0.0938062551406973,0.40860001639568033
442,92474,33,"[644.9728031662954, 149.1301771308692, 274.9636113934728]",[0.79524956 0.59507767 0.11602029],[-0.00395076 -0.18627307  0.98249007],[-0.60626935  0.78178316  0.14578257],2.4819730687393498,-0.23597838590411846,0.9194352771728893
443,23312,8,"[573.9639670555937, 431.20851921757037, 116.08381949210707]",[-0.37814692 -0.54327975  0.74956789],[0.58685747 0.48552725 0.64796728],[ 0.71596314 -0.68491635 -0.13522715],2.334035764583362,-0.1866753913099076,0.7727936161595239
445,18453,6,"[568.20126808649, 1125.4455644068714, 223.5745949168157]",[0.32788426 0.84633747 0.41976755],[ 0.04846656 -0.4588156   0.88720868],[ 0.94347385 -0.27055707 -0.19145748],1.8500688814036887,-0.20020957566854886,0.33783682317162556
455,120559,43,"[664.1261871780622, 1532.3771846150019, 243.08751731517347]",[ 0.54003131  0.67848444 -0.49802113],[0.61000705 0.09215966 0.78701842],[-0.57987722  0.72881099  0.36411119],2.4695108316628906,-0.5606897670643649,0.952218354449713
457,19920,7,"[594.0684236947791, 727.595732931727, 4.372339357429719]",[0.55050185 0.83356359 0.04603751],[ 0.06375668 -0.09696279  0.99324383],[ 0.83239582 -0.54384737 -0.10652344],2.149524269005021,-0.12728029596349663,0.5873794147193055
462,38736,14,"[599.554419661297, 747.288388062784, 182.32806691449815]",[0.29693085 0.1646804  0.94059154],[ 0.61346027  0.72196022 -0.32006239],[ 0.73177767 -0.67205194 -0.11334738],2.313675272153005,-0.15367199480612767,0.7498697102839512
465,234525,85,"[636.2377529048076, 229.67967594073127, 120.17320541520094]",[-0.06434749 -0.19775023  0.97813815],[0.72760506 0.66152114 0.18160576],[-0.68297165  0.72338415  0.10131684],2.384922202352413,-0.1472730005672949,0.8189731197300881
467,53276,19,"[641.6555672347774, 469.45547713792325, 181.9524926796306]",[ 0.71029615  0.50334594 -0.49205919],[0.38756782 0.30388264 0.87031404],[-0.58759729  0.80888702 -0.02076598],2.513349807536459,-0.03532579535938272,0.9427101157792006
468,7709,2,"[590.544298871449, 505.2459462965365, 91.19924763263718]",[0.64230562 0.76217271 0.08084706],[ 0.00318132 -0.10813293  0.99413135],[ 0.76644202 -0.63827896 -0.0718791 ],2.2652090144820924,-0.09350932785507036,0.697512955350958
473,69471,25,"[649.6410444645967, 1002.6917850613926, 52.41790099465964]",[0.49316832 0.70145336 0.51453687],[-0.29574961 -0.42104678  0.85746824],[ 8.18118070e-01 -5.75050247e-01 -1.92369303e-04],2.1834619039627907,-0.0002351363528977261,0.6126656034918849
477,109594,39,"[643.386791247696, 710.7403233753672, 48.948300089420954]",[-0.1436868  -0.43652905  0.88814216],[0.45478545 0.76794724 0.45102909],[ 0.87893362 -0.46872105 -0.08818318],2.0607150849935953,-0.09999511320749412,0.49717462282557157
480,66418,24,"[702.9957842753471, 1007.8948477822277, 291.09488391701046]",[ 0.72595802  0.68697878 -0.03232817],[ 0.27500996 -0.24688723  0.92920193],[-0.63036059  0.68345216  0.36815577],2.3965828124952937,-0.5286015031611426,0.8887787015381602
482,41360,15,"[654.7557059961315, 27.458413926499034, 41.98044003868472]",[ 0.37090783 -0.0701304   0.92601788],[ 0.58089098  0.7955097  -0.17242388],[ 0.72456405 -0.6018688  -0.33579889],2.263956803622749,-0.43398212412577514,0.7603946872341563
483,27633,10,"[635.1242355155068, 1350.92078312163, 279.41580718705893]",[ 0.02743669 -0.65290975  0.75693863],[0.72110166 0.53733994 0.43735362],[ 0.6922858  -0.53383016 -0.48555713],2.22767301703524,-0.6116531971032136,0.8061444851247167
487,5892,2,"[620.5661914460285, 750.0227427019688, 207.63187372708757]",[ 0.57532694  0.69994434 -0.42317471],[0.41319462 0.19778681 0.88890415],[ 0.7058818  -0.68626401 -0.17542116],2.34210365792842,-0.24357911919774386,0.7871290453582426
489,10104,3,"[627.9177553444181, 1055.3260095011876, 109.77098178939033]",[0.5625941  0.76033585 0.32461866],[-0.24975797 -0.21799489  0.94345068],[ 0.78810458 -0.61185588  0.0672573 ],2.2309578842330122,-0.08513429817548065,0.6630726946734748
494,288455,105,"[796.068045275693, 287.1846631190307, 220.08897401674437]",[0.27756231 0.12775332 0.95217554],[ 0.73098582  0.61504262 -0.29560499],[-0.62339306  0.77807562  0.07732679],2.4661213143107696,-0.12341140892863885,0.8977216363646545
499,80160,29,"[686.8031811377246, 828.1380364271457, 231.90251996007984]",[-0.05143206 -0.34585411  0.93687762],[0.65909573 0.693047   0.29202513],[ 0.75029831 -0.63251149 -0.19230613],2.2712202692174017,-0.2509050755227253,0.7222831228369591
504,7960,2,"[676.0717336683417, 803.6623115577889, 151.46670854271358]",[0.82015668 0.41257849 0.39638619],[-0.10846242 -0.56813227  0.81575832],[-0.56176412  0.71204263  0.42120821],2.473627585259479,-0.6433702160659889,0.9742796751242433
505,3863,1,"[650.7851410820606, 826.450168263008, 140.58710846492363]",[0.67596734 0.61700094 0.40296153],[-0.42444194  0.77297405 -0.47155079],[-0.60242609  0.14771916  0.78438629],1.8112589722769679,-0.9158604220360101,0.9242591385663237
507,3881,1,"[652.2081937644937, 54.963926822983765, 1.999484668899768]",[0.34216743 0.92169754 0.18274328],[ 0.53675011 -0.35135353  0.76710496],[ 0.77124625 -0.16439085 -0.61494298],1.7808032016548334,-0.673114903435631,0.6899996343104972
508,5352,1,"[659.1698430493274, 855.6106128550075, 206.5394245142003]",[ 0.67969703  0.73282466 -0.03130437],[ 0.25837087 -0.19926015  0.94527239],[ 0.6864812  -0.65058697 -0.32477708],2.3293554595532844,-0.4419003213024428,0.8141575754072813
513,39060,14,"[690.0628008192524, 219.7516385048643, 7.6810547875064]",[ 0.35674789  0.90950144 -0.21339651],[0.33108878 0.09050806 0.93924891],[ 0.87356234 -0.40572826 -0.26883716],2.0056037818541617,-0.2985499050344653,0.5083222017916793
517,23988,8,"[684.8899032849758, 1107.3837335334333, 79.09879939969986]",[0.56648599 0.82396318 0.01335284],[-0.01909051 -0.0030776   0.99981302],[ 0.82385022 -0.56663498  0.01398646],2.173279776190307,-0.016975315780615504,0.6026256517918783
518,64986,23,"[759.8850521650817, 1194.6283199458344, 189.54580986674054]",[0.52554125 0.80753174 0.26776647],[ 0.12254593 -0.38330546  0.91545586],[ 0.84189601 -0.44829612 -0.30040255],2.0600921451947083,-0.34273464537768433,0.5700092007464829
521,14307,5,"[681.4536939959461, 1433.1882295379885, 285.1529321311246]",[0.58929927 0.07620035 0.8043133 ],[ 0.46754191  0.77973867 -0.41642786],[ 0.65888613 -0.62145081 -0.42387257],2.326964174805827,-0.571662717926245,0.8514592630650456
523,4178,1,"[674.0516993776927, 1007.4925801819052, 207.46840593585446]",[0.6192193  0.71297852 0.32898189],[-0.00809406 -0.41315084  0.91062664],[ 0.78517638 -0.56654039 -0.25006009],2.1958364044115015,-0.30832018902136615,0.667815439127446
525,47810,17,"[736.7240744614097, 581.202698180297, 115.75252039322318]",[0.57253191 0.59611718 0.56289566],[-0.46831948 -0.32575428  0.82131663],[-0.67296662  0.73384498 -0.09266857],2.39944150264666,-0.13684099551602383,0.8325840938801442
526,108410,39,"[732.7733696153491, 1794.2040955631398, 271.77546351812566]",[0.28545118 0.01445247 0.95828427],[ 0.62115426  0.75866137 -0.19646962],[ 0.72985273 -0.65132484 -0.20758357],2.299399883680841,-0.27710120112047787,0.7526898305142067
532,46644,16,"[740.7324200325872, 864.3701869479462, 174.9348898036189]",[0.50149095 0.33794606 0.79642909],[-0.58991853 -0.53980136  0.60050864],[-0.63285303  0.77097792  0.07134486],2.4542702104990934,-0.11226128210428324,0.8855638434121091
534,24019,8,"[723.0563720388026, 271.4695449435863, 116.74611765685499]",[ 0.56478757  0.58896333 -0.57804602],[0.48070332 0.33455675 0.81055296],[-0.67077516  0.73565888  0.09416314],2.4022952938702744,-0.1394682051371195,0.8355428584339903
536,48549,17,"[729.8836021339265, 392.486992523018, 66.21403118498836]",[0.35433425 0.35604917 0.86468273],[ 0.51847909  0.69472691 -0.4985318 ],[ 0.77822019 -0.62496681 -0.06156149],2.2474076036515553,-0.07894110691193494,0.67896963139836
538,14992,5,"[703.5733057630737, 1205.8510538954108, 89.79342315901815]",[-0.32353967 -0.24547475  0.91381849],[0.44679077 0.81168451 0.37622635],[ 0.83408638 -0.53000982  0.15293629],2.136866121934653,-0.18134349698837415,0.5843218314418059
549,8848,3,"[725.93976039783, 1159.9035940325498, 61.44337703435805]",[0.23871034 0.58397799 0.77587826],[ 0.68557262  0.46451381 -0.56055072],[ 0.68775545 -0.66573014  0.28947507],2.339922901707839,-0.39839131227291497,0.8124037337993302
553,33836,12,"[746.5645466367183, 1116.5286676912165, 212.78827284549]",[0.52719552 0.57175494 0.62861846],[-0.26613269 -0.59145854  0.76115057],[ 0.80699336 -0.56857109 -0.15965161],2.1845727037236293,-0.19531306301297363,0.631753234384693
557,39780,14,"[748.2915284062343, 562.3995726495726, 192.65756661639014]",[0.16526198 0.02558586 0.98591777],[ 0.71656294  0.68376392 -0.13785663],[-0.67766218  0.7292546   0.0946663 ],2.392848622369872,-0.13879720162841405,0.8262174660155961
558,188013,68,"[786.8146085643014, 68.66202337072437, 115.51403892284044]",[-0.07158774 -0.23665748  0.96895223],[0.75649938 0.62024366 0.20738007],[-0.65006453  0.74785763  0.13462939],2.4260367516791685,-0.20421458517811936,0.8631269766857463
559,7856,2,"[738.2856415478615, 348.1227087576375, 92.60552443991854]",[0.64217165 0.70967687 0.2897832 ],[-0.14568208 -0.2581547   0.95505648],[ 0.75259039 -0.65552642 -0.06239243],2.2873715980943983,-0.0827144115287644,0.7188091999075504
562,23666,8,"[771.8614468013184, 589.0891996957661, 5.18942787120764]",[0.6118825  0.7861777  0.08674342],[-0.04549624 -0.07450467  0.99618229],[ 0.78963909 -0.61349301 -0.00981998],2.2313100308718816,-0.012435391713384463,0.6605757628441931
566,22062,8,"[752.0643187381017, 974.1094189103436, 222.9058562233705]",[0.41628217 0.75847942 0.50141612],[-0.09311188 -0.51300892  0.85331825],[ 0.90445527 -0.40190897 -0.14293302],1.9889549670529938,-0.15673595437954269,0.4406953507698724
567,5833,2,"[732.7803874507115, 1311.3987656437512, 70.38745071146923]",[0.28100489 0.1626484  0.94582332],[ 0.47352707  0.83371736 -0.2840554 ],[ 0.83475048 -0.5276939  -0.15726023],2.1345261658220878,-0.18620942585077213,0.5831168508603215
575,160440,58,"[853.485888805784, 1395.9051296434804, 240.42379705809026]",[ 0.27779777 -0.22797068  0.93319761],[ 0.6830814   0.72991315 -0.02503188],[ 0.67544667 -0.64440373 -0.35849077],2.3326787848335893,-0.4879409815543952,0.82922606860594
582,27409,9,"[797.1025940384545, 977.0650516253785, 156.05202670655623]",[0.66775617 0.71221994 0.21643578],[ 0.23698025 -0.47903335  0.84520258],[ 0.70565009 -0.51309823 -0.48865954],2.199498218297632,-0.6056716336619027,0.7874561129587372
583,16333,5,"[784.601481662891, 1176.9979183248638, 271.10243066185024]",[0.71040684 0.63980532 0.29320858],[-0.00718538 -0.40999777  0.91205822],[ 0.70375457 -0.65003921 -0.28666797],2.316537640414678,-0.38681861705034387,0.7901277377186477
585,45141,16,"[791.7204315367404, 1359.299240158614, 88.49037460401853]",[0.55752905 0.54478685 0.62639336],[-0.34670122 -0.53279207  0.77196559],[ 0.75429412 -0.64756459 -0.10816879],2.280206782636373,-0.14243292621517625,0.7162180303861391
587,62983,22,"[796.6438245240779, 532.3318196973787, 59.75653747836718]",[0.22460423 0.36892363 0.90191368],[ 0.52832502  0.73161234 -0.43083183],[ 0.81879522 -0.57327022  0.03058836],2.181615368119811,-0.03734039693758233,0.6114870663364067
594,83267,30,"[886.5634645177562, 850.8998402728572, 289.3341299674541]",[ 0.67846037  0.72979185 -0.08423407],[ 0.34114016 -0.21142719  0.91592682],[ 0.65062655 -0.65015568 -0.39240628],2.355832494722234,-0.5427108988503309,0.8623871155231909
596,25953,9,"[796.0501676106809, 1336.30235425577, 124.61565136978383]",[ 0.58771198  0.8061971  -0.06812387],[0.02172386 0.06844557 0.99741831],[ 0.80877853 -0.5876746   0.02271257],2.199165515300387,-0.028075183092537516,0.62872412065969
598,8115,2,"[785.2421441774492, 625.532347504621, 142.1403573629082]",[0.35000358 0.00443945 0.93673784],[ 0.69785866  0.66584374 -0.26390415],[-0.62489262  0.74607801  0.22994958],2.44435920601701,-0.3526042422796492,0.8958023411815239
602,6383,2,"[798.0383832053893, 1141.8611937960206, 283.0654864483785]",[0.71845287 0.58733075 0.37265006],[-0.08410775 -0.45845761  0.88472737],[ 0.69047184 -0.66697767 -0.27998111],2.3388886345081925,-0.3852322576178183,0.808655185806947
608,272384,99,"[935.7164040472275, 106.47933799342105, 225.62833720042292]",[0.28009201 0.12636519 0.95161983],[ 0.72264848  0.62478955 -0.29566399],[-0.63192376  0.77049974  0.08368095],2.454686561395213,-0.1316565407458776,0.8867634413832067
609,10667,3,"[800.2666166682291, 930.7931939626886, 107.45936064497984]",[0.17301921 0.14943214 0.97351651],[ 0.66633822  0.71011991 -0.22742711],[ 0.72529838 -0.68804051 -0.02329204],2.32983900078274,-0.032102698703984175,0.7593286180774467
615,77913,28,"[842.1077612208489, 661.2918640021562, 231.83838383838383]",[ 0.00876746 -0.27215968  0.96221216],[0.72293958 0.66652596 0.1819382 ],[-0.69085562  0.69402612  0.20259874],2.358483853296086,-0.2852597944582589,0.8081244988179616
616,14645,5,"[833.0510754523729, 661.0835780129737, 163.32843974052577]",[0.75180079 0.61255472 0.24407435],[-0.1543342  -0.19640494  0.9683006 ],[-0.64107452  0.76563817  0.05311924],2.444513600181847,-0.08267084880905114,0.8748988195904295
617,59371,21,"[871.3065806538546, 737.6190732849371, 143.70819086759528]",[0.66684901 0.56162709 0.48978302],[-0.35463261 -0.33888354  0.87143196],[-0.6553992   0.75480657  0.02681287],2.4265694783381306,-0.04088795024879018,0.8560852892167626
618,53766,19,"[875.3052300710486, 413.5443588885169, 132.46899527582488]",[0.45004343 0.46720122 0.76104134],[ 0.67694574  0.37732947 -0.63195485],[-0.58241341  0.79959082 -0.14645523],2.512066447427805,-0.24635481015426636,0.9491018658431256
620,29951,10,"[859.1108477179394, 980.3253313745785, 172.219391673066]",[0.72760907 0.62797167 0.27610978],[-0.00376059 -0.39883966  0.91701297],[ 0.6859817  -0.66826529 -0.28783781],2.3431131268102874,-0.39728779008945975,0.8148442895981495
622,40735,14,"[866.0210875168774, 680.8165214189272, 183.02894316926475]",[0.79434241 0.59992857 0.09542456],[-0.12718778  0.01064547  0.99182153],[-0.59400624  0.79998274 -0.08475973],2.502893497027671,-0.14173486501909305,0.9347665597702582
623,39700,14,"[835.8566246851385, 623.1450629722922, 32.9895717884131]",[-0.07754898 -0.14009943  0.98709589],[0.57519123 0.80240288 0.15907439],[ 0.81433482 -0.58010496 -0.01835843],2.18977392255231,-0.02254026723377077,0.6192141344451475
624,21341,7,"[842.9136404104775, 1081.247692235603, 125.40630710838292]",[0.66691276 0.70060221 0.25373987],[-0.15164155 -0.20579123  0.96677547],[ 0.72954247 -0.6832324  -0.03100439],2.3234267138035762,-0.04247284248762033,0.7531435837656314
625,16786,6,"[850.8104372691529, 13.585845347313237, 278.32908376027643]",[0.45397816 0.14792849 0.87864725],[ 0.73941397  0.48768423 -0.46414552],[-0.49716276  0.86039599  0.1120176 ],2.6176340293367737,-0.22161304552182043,1.0504706317288242
629,55255,20,"[860.8989593701928, 1282.469966518867, 281.0370826169577]",[ 0.55535673 -0.18050772  0.8117856 ],[ 0.63458044  0.7228881  -0.273387  ],[-0.53748169  0.66697058  0.51600744],2.4632916693892786,-0.7650170546969987,1.003348412957353
638,45844,16,"[862.2304336445336, 717.6179870866416, 97.96743303376668]",[0.26684131 0.26890233 0.92546597],[ 0.66915808  0.63937602 -0.37871595],[-0.69355834  0.72034009 -0.00932624],2.375133999013917,-0.013446128409197093,0.8043795447266812
641,34480,12,"[856.1339327146171, 710.9239849187935, 65.31502320185615]",[0.30921798 0.48611695 0.81735828],[ 0.50473266  0.64454669 -0.57428608],[ 0.80599577 -0.590127    0.04605368],2.2027891110808593,-0.05707679432730849,0.6334405135224549
643,4033,1,"[847.1775353334987, 889.7716340193405, 203.78799900818248]",[0.82666064 0.37863445 0.4162549 ],[-0.04779133 -0.68982831  0.72239386],[-0.56066762  0.61706795  0.55215847],2.4040467202554865,-0.7777518782237003,0.9756044850293595
650,6406,2,"[859.8364033718389, 170.6361223852638, 100.2892600686856]",[0.67455356 0.55441522 0.48744359],[-0.34566536 -0.34622658  0.87214828],[-0.65229821  0.75680309  0.04190623],2.4302231726996597,-0.06415581316508011,0.8601837480263178
652,33748,12,"[882.1822922839872, 62.60545810122081, 6.875696337560744]",[ 0.40472524  0.8846748  -0.23140436],[0.39133071 0.06114994 0.91821618],[ 0.82647308 -0.4621809  -0.3214515 ],2.080691242171845,-0.3709388970298411,0.5979825398240839
657,45316,16,"[877.1921396416277, 236.40566245917557, 75.52012534204255]",[0.18941625 0.31269665 0.9307751 ],[ 0.60801494  0.70697933 -0.36124514],[ 0.77099891 -0.63435087  0.05621086],2.259265015111513,-0.07277777074759842,0.6903881175720213
669,181523,66,"[1004.5907681120299, 938.6776992447238, 35.80403034326228]",[0.60572428 0.66031756 0.44393559],[-0.26761444 -0.35636186  0.89520318],[ 0.7493201  -0.66104988 -0.03914652],2.29368944639498,-0.052195266337908115,0.7237615644840137
671,28725,10,"[906.8762053959965, 1086.4876588337686, 161.85549173194082]",[0.62490048 0.57268369 0.53059663],[-0.27043402 -0.47877388  0.83524907],[ 0.73236933 -0.66543892 -0.14431287],2.3083486358980316,-0.19455675811653758,0.7490011901926026
672,33086,12,"[925.327963489089, 984.722178564952, 207.1740010880735]",[0.64495689 0.73506208 0.20907975],[ 0.14759868 -0.38824742  0.90965849],[ 0.74983014 -0.55583062 -0.35889705],2.208690255200677,-0.44641226665744616,0.7229910202154012
676,6389,2,"[907.8430114258882, 822.5388949757396, 73.61527625606512]",[ 0.58257751  0.81086378 -0.0557079 ],[-0.17464165  0.19182394  0.96576595],[ 0.79379074 -0.5529046   0.2533629 ],2.1791943311131847,-0.30895982233237873,0.653779624337764
680,21982,8,"[922.6758711673187, 807.0389409516878, 220.8995086889273]",[0.49347433 0.81840845 0.29443284],[ 0.04414808 -0.36165474  0.93126623],[ 0.86863919 -0.44655733 -0.21459849],2.045651031102936,-0.24220155064643648,0.5183473029127785
688,118278,43,"[1033.480266828996, 206.8334855171714, 33.02390977189334]",[ 0.75141185  0.65893954 -0.03433528],[-0.09418862  0.15861915  0.98283695],[-0.65307636  0.73528134 -0.18125291],2.415335670682787,-0.27072338455082545,0.8591566510814458
689,27661,10,"[938.7452008242652, 358.16922743212467, 58.81197353674849]",[ 0.57689883  0.63676902 -0.51157889],[0.298999   0.41821112 0.85772901],[ 0.76012324 -0.64778444  0.0508722 ],2.276571870525858,-0.06682659841890563,0.7072935702555334
691,7201,2,"[914.4316067212887, 416.34411887237883, 6.460908207193445]",[0.31037614 0.55829135 0.76940069],[-0.51723544 -0.57989528  0.62943544],[ 0.79758019 -0.59332304  0.10878241],2.210384524837874,-0.13555415214003722,0.647523354522569
696,3016,1,"[920.6034482758621, 840.8242705570292, 47.96385941644562]",[0.60640086 0.46140384 0.64759902],[-0.30662048 -0.61575537  0.72583002],[ 0.73366333 -0.63871107 -0.23191872],2.2871162687876043,-0.30617080654774703,0.7470988416338158
697,29734,10,"[948.1867559023341, 390.0369946862178, 82.36880339005852]",[ 0.57885277  0.6246746  -0.5241289 ],[0.24013761 0.48366937 0.84166375],[ 0.77927106 -0.61306246  0.12996549],2.2373825934551457,-0.16525727411061233,0.6772945087992543
698,12639,4,"[952.7977688108236, 480.51309439037897, 171.9942242266002]",[0.77843445 0.58944437 0.2158591 ],[-0.19345699 -0.1018639   0.9758064 ],[-0.59717184  0.80136077 -0.03473776],2.5011724012857846,-0.05810498409083699,0.9308257541706871
699,6053,2,"[931.4303651082108, 751.5318024120271, 190.44886832975385]",[-0.60781531 -0.46437954  0.64413678],[0.55861145 0.32647089 0.76247624],[-0.56437027  0.82326691  0.06097373],2.5406474729906225,-0.10762108171501374,0.9711260973227698
700,7251,2,"[926.7250034478003, 1045.0001379120122, 185.10812301751483]",[ 0.33925481  0.74552655 -0.57366919],[0.57511044 0.31821363 0.75364983],[ 0.74441531 -0.58560247 -0.3208046 ],2.237350623803398,-0.40689819790332815,0.7311375642003412
701,58234,21,"[989.3657313596868, 228.4967201291342, 145.54552323384965]",[0.53338492 0.47178817 0.70208008],[-0.63882818 -0.31935773  0.69993514],[-0.55443582  0.82184339 -0.13105098],2.5481008833066014,-0.23210813695875895,0.9831114278341082
705,7959,2,"[939.4560874481718, 764.97838924488, 105.76177911797964]",[0.4713842  0.38178219 0.79500899],[-0.59499727 -0.52771582  0.60621304],[-0.65098017  0.75878743  0.02159754],2.432517600215488,-0.03316478521465238,0.8619213698996917
707,78394,28,"[981.5878893792892, 482.818506518356, 236.38613924535042]",[-0.16302654 -0.30745754  0.93749251],[0.70163701 0.63190231 0.32924912],[-0.69363381  0.71145579  0.11270674],2.3688776848275825,-0.16107960847246608,0.8042747913594065
708,3067,1,"[942.9830453211607, 1254.607433974568, 296.8046951418324]",[ 0.6371873   0.77036979 -0.02286333],[ 0.59137363 -0.46968213  0.6554967 ],[-0.49423636  0.43119494  0.75485187],2.2881784521141366,-0.9910918519461801,1.053840144148448
710,44380,16,"[983.9525687246507, 812.1662911221271, 166.69319513294278]",[0.59092614 0.20715997 0.77967368],[ 0.48354797  0.68265611 -0.54787042],[-0.64574582  0.70076058  0.30322756],2.3970291839291935,-0.4390145891681363,0.8687966727594686
712,16242,5,"[956.6728851126709, 1001.0091121783032, 268.05578130772074]",[0.68111423 0.63981435 0.35597893],[-0.02629187 -0.46450589  0.88517965],[ 0.73170496 -0.61226781 -0.29955965],2.267558612742237,-0.3885830530107096,0.7499763979024412
713,28360,10,"[972.7148448519041, 1136.926304654443, 184.0083568406206]",[0.62011705 0.77511717 0.12102982],[ 0.16474618 -0.27949941  0.94590632],[ 0.76701599 -0.56663344 -0.30101995],2.2070587877169685,-0.3739859666442033,0.6966188717177888
715,55987,20,"[1002.165484844696, 550.5241931162591, 154.20917355814743]",[0.68002566 0.53692339 0.49927785],[-0.4320905  -0.25666666  0.86453457],[-0.59233681  0.80363891 -0.05745958],2.506419297639344,-0.09670234126963105,0.936840184604288
718,205523,74,"[1049.2540786189381, 1282.9471640643626, 233.73341669788783]",[ 0.48887403  0.83461751 -0.25380267],[0.41564581 0.03293773 0.90892996],[ 0.76696854 -0.54984427 -0.33080287],2.1927786455964178,-0.40720494346903463,0.6966928235782044
722,12352,4,"[952.1801327720207, 921.6883095854922, 95.23639896373057]",[0.14387855 0.36724024 0.91893067],[ 0.62979342  0.68228625 -0.37127581],[ 0.76332118 -0.63215511  0.13311913],2.2624760750220627,-0.17265824348138648,0.7023577238117922
731,3618,1,"[959.2935323383084, 470.47540077390823, 1.5630182421227197]",[ 0.60586058  0.79535194 -0.01866134],[-0.39399548  0.32033961  0.86148134],[ 0.69115882 -0.51458511  0.50744621],2.2107842957839012,-0.6333097410091356,0.8077050459132793
732,37691,13,"[1011.125892122788, 509.3189886179725, 193.46836114722348]",[ 0.8171855   0.57437054 -0.0480245 ],[0.01873834 0.05680273 0.99820956],[-0.57607008  0.81662227 -0.03565562],2.5272314924415102,-0.061815731430502015,0.9568836523010071
735,98916,36,"[1059.6302721501072, 685.4555178130939, 285.1793440899349]",[ 0.66280895  0.74220086 -0.09910688],[ 0.23255575 -0.07823041  0.9694317 ],[ 0.71175987 -0.66559589 -0.22445489],2.322690648929492,-0.3054810045630232,0.7787958559603262
736,5067,1,"[971.4789816459444, 729.8217880402605, 199.96368659956582]",[0.8181624  0.38666065 0.42556296],[-0.14060524 -0.58311484  0.80012952],[-0.55753068  0.71447227  0.42271613],2.4789555368915273,-0.6487243492288187,0.9793880361385476
738,49171,17,"[1002.025828232088, 542.0077484696264, 105.09135466026723]",[0.28574894 0.2560139  0.92347411],[ 0.73004749  0.56609816 -0.38283617],[-0.62078837  0.78357499 -0.02514036],2.4715943643821308,-0.0404753539605749,0.9010484186901822
745,39122,14,"[1006.2869485200143, 480.8479627830888, 37.92180870098666]",[-0.24234062 -0.18950757  0.95150297],[0.61381817 0.72954955 0.30163673],[ 0.751331   -0.65714864  0.0604763 ],2.289425785829849,-0.08031905741834501,0.7207196572751211
746,27846,10,"[998.6173956762192, 530.9788120376355, 66.84733893557423]",[0.1997455  0.34362042 0.91762015],[ 0.61891541  0.68177795 -0.39002891],[ 0.75963508 -0.64583577  0.0764899 ],2.2754019241652603,-0.10035469471845238,0.7080445098170002
747,4630,1,"[982.7449244060475, 928.34686825054, 131.8365010799136]",[0.6514324  0.48490881 0.58352315],[-0.47674787 -0.33667689  0.81200994],[-0.59020954  0.807163   -0.01185701],2.510222869221037,-0.020086783501603454,0.9394779434953405
748,64981,23,"[1017.1681260676197, 1303.5052399932288, 154.54575952970868]",[ 0.52400378  0.80202092 -0.28667487],[0.24961762 0.17719283 0.95199461],[ 0.81431633 -0.57040788 -0.10734884],2.181840719525445,-0.13107116762703452,0.6192459949399005
751,31846,11,"[1017.208189411543, 956.147585254035, 116.31872134647993]",[0.5261465  0.50526996 0.68401179],[-0.46695336 -0.50057934  0.72895465],[ 0.71072106 -0.70293854 -0.02744057],2.3506893211745217,-0.03859030546188729,0.7802736534388992
752,43602,15,"[1013.6357506536398, 1108.9949084904363, 272.8812898490895]",[ 0.19155979 -0.4410611   0.87679528],[0.65060978 0.72592499 0.22302424],[ 0.73485492 -0.52772911 -0.4260167 ],2.19359367891104,-0.5253809768567397,0.7453435769778806
