Total_IDs,Total_ZDiscs,mu_Azi_[RAD],mu_Ele_[RAD],mu_Sph_[RAD],mu_Azi_[DEG],mu_Ele_[DEG],mu_Sph_[DEG],sig_Azi_[RAD],sig_Ele_[RAD],sig_Sph_[RAD],sig_Azi_[DEG],sig_Ele_[DEG],sig_Sph_[DEG]
780,15137,2.2126059560592592,-0.2966695179188406,0.6919716512651186,126.77298300770403,-16.997911286930318,39.64705516018973,0.09837099073563878,0.17106649649370947,0.10069193298363145,5.636242595672623,9.801388265179048,5.769222790976209
