ID,Pixels,ZDiscs,Centroid,PC1,PC2,PC3,Azi_[RAD],Ele_[RAD],Sph_[RAD]
26,7866,2,"[10.586702262903636, 1245.1586575133485, 185.01932367149757]",[ 0.03972278 -0.12877316  0.99087818],[0.51554432 0.85211562 0.09007239],[ 0.85594168 -0.50726369 -0.10023668],0.5349887882913889,-0.11657592486870089,0.5434270495146194
27,268518,97,"[125.83140422615989, 1466.9645014486925, 44.5824414005765]",[ 0.43991093  0.73582514 -0.5148201 ],[0.26101397 0.44375825 0.85729244],[ 0.859273   -0.51150755  0.00315346],0.5369412712946579,-0.0036699052894144063,0.5369496239217708
28,13325,4,"[27.539887429643528, 1360.1305816135084, 110.75894934333958]",[ 0.4788291   0.70233547 -0.52673294],[0.38444539 0.37164919 0.84503173],[ 0.78925562 -0.60712583 -0.09205318],0.6557004948379116,-0.11610832540820737,0.6612004851945846
30,36821,13,"[41.342223187854756, 1373.1430433719888, 146.84142201461123]",[0.49015485 0.32783648 0.80763325],[ 0.44626545  0.70153227 -0.55560743],[ 0.74872917 -0.63275249 -0.19755735],0.701643616370331,-0.2579773271429856,0.7246534678266965
31,11318,4,"[27.05292454497261, 1347.075808446722, 172.5783707368793]",[0.40121711 0.52027496 0.75388248],[-0.50804348 -0.5584372   0.65577414],[ 0.76217888 -0.64611289  0.04026775],0.7031678522933105,-0.052783333315067404,0.7041240869639782
33,193928,70,"[59.546496637927476, 1861.4191504063365, 154.4605575265047]",[-0.0792086  -0.495748    0.86484676],[0.66593873 0.61926975 0.41596944],[ 0.74178946 -0.60888331 -0.2810863 ],0.6873139600146847,-0.3622117196142352,0.7350615786645127
34,45655,16,"[29.33185850399737, 1757.2443982039208, 35.756412222100536]",[-0.01534563 -0.0226642   0.99962535],[0.56586989 0.82404014 0.02737009],[ 8.24351733e-01 -5.66077899e-01 -1.79578252e-04],0.6017402498133525,-0.00021784178011970799,0.6017402732942038
35,33204,12,"[27.60589085652331, 1914.5595410191543, 89.72593663414047]",[ 0.09596421 -0.03758707  0.99467486],[ 0.63977446  0.76786642 -0.03270777],[ 0.76254804 -0.63950635 -0.09773494],0.6978642780353637,-0.1274739166462183,0.7035536539183528
37,5301,1,"[5.613657800415016, 2314.764950009432, 288.3899264289757]",[ 0.05790752  0.75716347 -0.65065367],[0.24543143 0.62094757 0.74443773],[ 0.96768287 -0.2027994  -0.14987418],0.20658240073324502,-0.1536585635840836,0.25492239379932496
40,2779,1,"[19.106153292551276, 2326.5671104713924, 296.8207988485067]",[ 0.49694514  0.86304701 -0.09052841],[ 0.68229022 -0.32412755  0.65530252],[-0.53621413  0.38741605  0.74992214],0.6256692144563166,-0.9500565569426358,1.0048508343770683
42,26733,9,"[17.21871843788576, 2555.363670369955, 248.2001271836307]",[0.03237595 0.1209148  0.99213477],[ 0.3572661  0.9256713 -0.1244732],[ 0.93344134 -0.35848606  0.01322927],0.366679268217037,-0.014171633125617979,0.36690706469145534
43,71518,26,"[30.294121759557033, 2684.496294639112, 196.72899130288877]",[ 0.09784691  0.77426903 -0.62524672],[0.40003793 0.54467049 0.73709138],[ 0.91126047 -0.32224451 -0.25644265],0.3399005923261681,-0.27432064447525273,0.4244619106025958
44,55091,20,"[51.436786407943224, 2609.967199724093, 86.6560055181427]",[ 0.22342943 -0.01186634  0.97464787],[ 0.36818607  0.92687252 -0.07311873],[ 0.90250668 -0.37518865 -0.21145962],0.393982869018078,-0.23015091583280467,0.4452415075064818
48,6178,2,"[16.719650372288765, 2724.7348656523145, 48.82146325671739]",[ 0.24993989 -0.31792545  0.9145783 ],[0.48357216 0.85931104 0.16656078],[ 0.83886114 -0.40063442 -0.36851601],0.4455620705348469,-0.4139245659011025,0.5756086518095314
50,30335,11,"[42.30776330970826, 2894.7655843085545, 16.257722103181145]",[ 0.32100847  0.88741999 -0.33081615],[0.57839543 0.09289851 0.81044962],[ 0.74994152 -0.45150374 -0.48345846],0.5419269084338852,-0.572613192184191,0.7228226525467626
51,25265,9,"[32.76932515337423, 3186.6740154363742, 191.68015040569958]",[ 0.4619368   0.83013265 -0.31224056],[0.0933402  0.30459553 0.94789724],[ 0.88198753 -0.46701321  0.06321914],0.486968869366802,-0.07155566307128908,0.4907332626886491
52,11527,4,"[22.492495879240046, 3322.226338162575, 292.60163095341375]",[ 0.28074534  0.86722103 -0.41122955],[0.36088295 0.30163847 0.88248384],[ 0.8893512  -0.39615895 -0.22828169],0.4190613265729592,-0.25125896669888453,0.47487212330327194
54,10532,3,"[12.484808203570072, 3328.6487846562854, 277.15514622104064]",[ 0.2702232   0.78817669 -0.55295292],[0.34852825 0.45529038 0.8192916 ],[ 0.89750069 -0.41411131 -0.15167182],0.43229774787309183,-0.16741180434508587,0.4567271128329152
56,30686,11,"[23.31972234895392, 3376.516913250342, 254.6470377370788]",[-0.23423331 -0.62339405  0.74599907],[0.41438004 0.63012994 0.65667757],[ 0.87944524 -0.46294289 -0.11072463],0.4845464646677499,-0.12524382172228377,0.49610083864550275
60,35927,13,"[25.206529907868735, 3441.2367578701255, 222.99930414451526]",[0.23788347 0.36938644 0.89831237],[ 0.38947913  0.81097281 -0.43661094],[ 0.88978507 -0.45373644 -0.04904872],0.47156745861432076,-0.05506849924196835,0.4739223290376811
61,54990,20,"[31.63373340607383, 3533.072504091653, 194.12967812329515]",[ 0.1428067  -0.22814236  0.96309777],[0.52419635 0.84282419 0.12192443],[ 0.83953823 -0.48744071 -0.23995234],0.5260369329180598,-0.2783924604685343,0.5743636064240516
66,16123,5,"[29.87545742107548, 2796.007070644421, 140.37951994045773]",[0.34260541 0.24663466 0.90652792],[ 0.46117087  0.79651956 -0.39099619],[ 0.81850043 -0.55202168 -0.15915119],0.5933583436463327,-0.1920460444032711,0.6120003648719777
67,19189,6,"[30.943196623065298, 2794.03100734796, 35.60222002188754]",[0.1794378  0.02457753 0.98346226],[ 0.53374142  0.83733086 -0.11830948],[ 0.82639105 -0.54614374 -0.13713076],0.5839844097128127,-0.1644408956610365,0.5981282223167402
68,123179,44,"[57.27297672492876, 2702.743154271426, 257.774482663441]",[-0.18282608 -0.56614983  0.80377173],[0.45632574 0.67528574 0.57944455],[ 0.87082802 -0.47271931 -0.1348889 ],0.4973286117959248,-0.15367599557049927,0.513912132276621
70,8697,3,"[32.252270898010806, 1268.5996320570312, 200.90421984592388]",[ 0.4718657   0.8311499  -0.29416425],[0.26829665 0.18245789 0.94589959],[ 0.83985693 -0.52526086 -0.13689911],0.5588991700348707,-0.1615818175390729,0.5737767275516287
71,113952,41,"[83.57211808480764, 576.0357080174108, 17.619216863240663]",[0.48528538 0.78199798 0.39112307],[ 0.07073611 -0.48097382  0.87387676],[ 0.87148982 -0.39641309 -0.28872506],0.4268950255355001,-0.31991993516021217,0.512564278203226
73,13030,4,"[34.1623944742901, 1329.8260936300844, 187.42739831158863]",[-0.28625697 -0.6685287   0.68638642],[0.54867662 0.47290752 0.68942907],[ 0.78550043 -0.57395806 -0.23143299],0.6310283586980668,-0.28652411268130185,0.667291990174847
74,176407,64,"[139.06129575356988, 1035.6962762248663, 180.86759595707653]",[0.47100557 0.78346961 0.40537528],[-0.0939973  -0.41234925  0.90616367],[ 0.87710789 -0.46491233 -0.12057476],0.48739875892276197,-0.13661231050012046,0.5009891828141174
79,30152,10,"[51.12480100822499, 2438.169673653489, 290.36773680021224]",[0.55459439 0.72497288 0.40845978],[-0.08057316 -0.44177351  0.89350105],[ 0.82821074 -0.52844157 -0.18659176],0.5679300564730354,-0.22159523306036866,0.5948889489748657
80,77737,28,"[82.68163165545364, 2927.955297991947, 161.07719618714384]",[ 0.47072881  0.87261962 -0.1301898 ],[0.19251853 0.04241364 0.9803763 ],[ 0.86101742 -0.48655532 -0.14803013],0.5143573842857198,-0.1702601602801946,0.5335294919299532
85,9464,3,"[56.88672865595942, 28.520498732037193, 294.59795012679626]",[0.69608313 0.67724504 0.23834312],[-0.02252409 -0.31120945  0.95007439],[ 0.7176078  -0.66669921 -0.20137332],0.7486392267856928,-0.273581239590111,0.7704349818513725
87,9269,3,"[37.75207681519042, 3418.1517963102815, 273.44988671917145]",[-0.05820867 -0.57187575  0.8182725 ],[0.42160108 0.72889933 0.5394055 ],[ 0.9049112  -0.37638265 -0.19867517],0.39416602722075583,-0.21612305963996725,0.43962530024782087
88,10524,3,"[44.141011022424934, 2797.353382744204, 118.51358798935766]",[-0.00683322  0.05884347  0.99824383],[ 0.48643227  0.87239354 -0.04809522],[ 0.87369157 -0.48524937  0.03458462],0.5069805674822613,-0.03956381788192123,0.5080566329778341
89,21665,7,"[48.76745903531041, 3510.989383798754, 274.85409646895914]",[ 0.14735716  0.83306887 -0.53318114],[0.41869992 0.43584288 0.79670029],[ 0.89608941 -0.3406424  -0.2845813 ],0.36327223157978983,-0.307507437727007,0.4599168358554161
90,5641,2,"[49.21060095727708, 2754.7711398688175, 72.07374578975359]",[0.36735955 0.18273993 0.91195015],[ 0.48882777  0.79622867 -0.35646501],[ 0.79126125 -0.57673739 -0.20317386],0.629849110736732,-0.2513422322326255,0.6579274477156262
91,30719,11,"[66.30687847911716, 1439.2376053908006, 134.14499169894853]",[0.2746425  0.19762087 0.94101939],[ 0.51824433  0.79392081 -0.31798201],[ 0.80993476 -0.57500933 -0.1156285 ],0.6173694897886983,-0.14180453434327467,0.6267554534609437
92,9769,3,"[46.376906541099395, 3575.5138704063875, 251.02047292455728]",[ 0.12849028 -0.22183701  0.96658087],[0.37390519 0.91356764 0.15996585],[ 0.91852335 -0.34085555 -0.20033058],0.35533901666491163,-0.21473795502141796,0.4064670718701688
93,32850,11,"[67.23193302891933, 1431.7776560121765, 190.06499238964992]",[0.46100671 0.51367336 0.72361074],[-0.34405279 -0.64818634  0.67932477],[ 0.81798563 -0.56213357 -0.1220875 ],0.6020951026462682,-0.14816012847124904,0.6128958772625768
95,18140,6,"[57.779988974641675, 2788.387816979052, 96.91824696802647]",[0.19031942 0.43210511 0.88151216],[ 0.46118186  0.7533263  -0.46883983],[ 0.86665438 -0.49576674  0.05590642],0.519611932906982,-0.06441906352690481,0.5223394536026541
96,9254,3,"[62.46336719256538, 2764.989734169008, 294.69775232331966]",[ 0.47835934  0.87774546 -0.02711533],[ 0.1180763  -0.03369172  0.9924328 ],[ 0.87018982 -0.47794118 -0.11975769],0.5022578706407878,-0.1367633786124586,0.5152088815726228
97,41279,15,"[83.56939363841178, 2924.5780178783402, 134.49470675161706]",[ 0.46044789  0.85322785 -0.24492852],[0.18891711 0.1754085  0.96619987],[ 0.86735118 -0.49115588 -0.08042287],0.515249515078215,-0.09245801705401233,0.5209411090930547
98,72830,26,"[94.2817382946588, 2879.1996430042564, 204.37271728683234]",[-0.17995211 -0.43860361  0.88047948],[0.5217975  0.71621713 0.46342248],[ 0.83387326 -0.54282584 -0.09997748],0.5770562806343088,-0.11932570785185073,0.5847080613654884
99,4465,1,"[60.49944008958567, 922.2098544232923, 189.6179171332587]",[0.47668645 0.87317865 0.10163207],[-0.13450203 -0.04180544  0.99003106],[ 0.86872276 -0.48560411  0.09751621],0.509716282884599,-0.11178444984976679,0.51817859253479
100,68663,25,"[89.13095844923758, 2859.428920961799, 51.814223089582455]",[-0.11425557 -0.64404051  0.75641093],[0.67094561 0.5114908  0.53685114],[ 0.73265111 -0.56884883 -0.37367548],0.6601998911612964,-0.4716409244822762,0.7485872681106492
101,21344,7,"[77.1246251874063, 3195.7250749625186, 174.27230134932535]",[ 0.47405722  0.87940815 -0.04371557],[-0.10122892  0.10375405  0.98943812],[ 0.87465562 -0.46462501  0.1382069 ],0.48830203905036623,-0.15671719075241972,0.5060714006975868
103,130633,47,"[194.33679851186147, 381.8430718118699, 235.56780445982255]",[0.65912529 0.66912272 0.34326177],[-0.12288166 -0.35448362  0.92695278],[ 0.74192584 -0.6531586  -0.15142621],0.7218552458128784,-0.20133363396715542,0.7348581960283561
104,21374,7,"[86.36193506128942, 3233.0014971460655, 8.125900626929916]",[-0.03783839 -0.57207503  0.81932803],[0.63819612 0.61708575 0.4603378 ],[ 0.76894341 -0.54031041 -0.34174653],0.6125130032164523,-0.4182177060991058,0.6936095052824466
105,8186,2,"[67.96213046665038, 3514.0245541167847, 288.75751282677743]",[ 0.16564644  0.75969096 -0.62883297],[0.46559389 0.50186111 0.7289429 ],[ 0.86935814 -0.41352758 -0.27057597],0.44399484955870555,-0.30173334613438646,0.516894316366591
106,31562,11,"[90.54489576072493, 2863.181103859071, 273.392624041569]",[ 0.2283368   0.71893401 -0.656503  ],[0.39010485 0.55025661 0.73826545],[ 0.89200926 -0.42467817 -0.15481581],0.444338662382388,-0.17184668444385476,0.4690253816745906
107,93030,33,"[123.62792647533054, 366.62316457056863, 89.95160700849189]",[0.31246817 0.31966243 0.89452757],[ 0.30554854  0.85781386 -0.41327408],[ 0.89944635 -0.40245659 -0.17036714],0.42073069786343387,-0.1871956660497413,0.45229532097915787
109,16251,5,"[107.90659036366993, 1953.5079072057104, 294.13020737185406]",[ 0.43644328  0.89650535 -0.07612766],[ 0.38989781 -0.1121999   0.9139972 ],[ 0.81086186 -0.42858995 -0.39851436],0.48623447066895525,-0.45680043483503974,0.6251730380698588
111,104162,37,"[169.47590292045084, 684.8745319790327, 270.93608993682915]",[0.49455388 0.33097792 0.80366042],[ 0.50869876  0.63950844 -0.57641524],[ 0.70472834 -0.69388945 -0.14790332],0.7776486054601125,-0.20687037690848786,0.7887561548002245
112,10645,3,"[96.78384217942695, 1441.6414279004227, 97.7677782996712]",[ 0.55278517  0.66319805 -0.50457596],[0.22960163 0.46084921 0.85726373],[ 0.80106906 -0.58973414  0.10247925],0.6346000020640705,-0.12723701132210838,0.6417172115473629
113,13649,4,"[100.60312110777346, 26.10901897574914, 42.954355630449115]",[ 0.22758411 -0.31509794  0.92136787],[0.51115796 0.84400803 0.16238222],[ 0.82880819 -0.43400891 -0.35314764],0.4823914254622668,-0.4027942998014895,0.5938220290445768
114,248419,90,"[214.99252070091256, 1672.412862945266, 152.43142835290377]",[-0.12820123 -0.53258746  0.83660925],[0.65491176 0.58801416 0.4746893 ],[ 0.74475166 -0.60876099 -0.27341365],0.6852618090947737,-0.3518448435483714,0.7306337005748423
116,48968,17,"[155.29807221042313, 3414.6061305342264, 20.01599003430812]",[0.5681863  0.47488518 0.67204791],[-0.24877203 -0.67934336  0.6903659 ],[ 0.78439582 -0.55944317 -0.26785544],0.6195403927794249,-0.32906449326657394,0.669074868989015
117,109782,40,"[126.14320198211, 2975.690094915378, 267.8521524475779]",[-0.00410538 -0.26757502  0.96352828],[0.4987925  0.83456739 0.23388739],[ 0.86671171 -0.48156088 -0.1300382 ],0.5071464439666602,-0.14892542781062484,0.522224530275501
119,46758,17,"[130.53988622267846, 1016.992792677189, 110.78358783523674]",[0.51522147 0.85224351 0.09070739],[-0.11694293 -0.03494041  0.99252381],[ 0.84904133 -0.52197717  0.0816618 ],0.5512193455548224,-0.09588623317846484,0.5566282202768258
121,104222,37,"[165.25102185718947, 1694.6225652933163, 88.92463203546276]",[-0.26097077 -0.57786329  0.77328408],[0.5247741  0.58742211 0.6160742 ],[ 0.81025083 -0.56657681 -0.14994769],0.6102298269783906,-0.18299296835825712,0.6262163648389014
122,24233,8,"[128.1091899475921, 1526.8639458589528, 81.61647340403582]",[ 0.45012111  0.72228915 -0.5250613 ],[0.24035592 0.46829585 0.85025174],[ 0.86001164 -0.50891785  0.03718338],0.534336373367736,-0.043208988151099297,0.5355038451358193
123,21755,7,"[115.59370259710411, 1528.4584693173983, 145.24670190760745]",[0.26405678 0.12475343 0.95640504],[ 0.51774572  0.81828935 -0.24968362],[ 0.81376494 -0.56110527 -0.15148429],0.6036561120431521,-0.1840457971520632,0.6201953347986261
126,13634,4,"[111.3200088015256, 727.3478069532052, 6.008068065131289]",[ 0.26352944 -0.01057623  0.96459337],[ 0.37992165  0.9202602  -0.09370545],[ 0.88668584 -0.39116405 -0.24653379],0.41547238150560517,-0.27118991846264556,0.48066890194437006
127,103192,37,"[168.35776029149545, 278.5910535700442, 141.30787270331032]",[-0.06491345 -0.52189105  0.85053864],[0.56600924 0.6827077  0.46210793],[ 0.82183927 -0.51140975 -0.25107824],0.5566371214081826,-0.29650205854355904,0.6061644111719006
129,116678,42,"[198.64829702257495, 2187.4399372632374, 287.1157716107578]",[ 0.4323924   0.90140138 -0.02263563],[ 0.32716384 -0.13344508  0.93549785],[ 0.84023844 -0.41190772 -0.35260658],0.45579883250045783,-0.39733095714026884,0.5730735077069631
131,127330,46,"[204.06350428021676, 938.777656483154, 235.13809785596482]",[0.47655765 0.61248883 0.63067444],[-0.4514054  -0.44511287  0.77337423],[ 0.75440438 -0.65324725  0.06435882],0.713659149651363,-0.08510471081460247,0.716050066388821
132,26494,9,"[143.25598248660074, 108.72004982260134, 55.643843889182456]",[0.58401465 0.75947336 0.28657828],[ 0.2374838  -0.49745155  0.83435209],[ 0.77622699 -0.41921614 -0.47088161],0.4951866915674409,-0.5452793301778663,0.6821373562740848
136,72783,26,"[162.72685929406592, 2498.4897572235272, 12.918923374963933]",[0.43350747 0.89342391 0.11774966],[ 0.19479452 -0.22048122  0.95574219],[ 0.87984451 -0.39138439 -0.26961434],0.41854923806955807,-0.29734911096234096,0.49526138680374227
138,95953,34,"[154.61582232968223, 848.3234604441758, 15.64214771815368]",[ 0.30397286  0.82643664 -0.47392296],[0.30922459 0.3849383  0.86959914],[ 0.90109969 -0.41088317 -0.13854374],0.4278155099445992,-0.15255503161229703,0.4484973410434675
139,8929,3,"[132.11412252211895, 1483.0079516183223, 57.006943666704]",[-0.30295103 -0.44733753  0.84149261],[0.4017451  0.74074848 0.53841672],[ 0.86418837 -0.50117943  0.04469485],0.525540652651378,-0.05167283410826549,0.5272612277961636
141,79355,28,"[170.6793900825405, 128.34465377102893, 176.53942410686156]",[ 0.22045202 -0.30412278  0.9267741 ],[0.59609594 0.79407796 0.11878477],[ 0.77205605 -0.52625994 -0.35634244],0.5982934052886797,-0.4324172619432203,0.6887264574300914
143,62848,22,"[166.12305880855396, 1052.3232879327902, 70.33140274949083]",[-0.36500707 -0.58082126  0.72761013],[0.37276005 0.62498109 0.68589254],[ 0.85312355 -0.52157961  0.01161556],0.5487425399617799,-0.013614485473924008,0.5488528758471704
144,16797,6,"[149.90087515627792, 1602.9679704709174, 133.89920819193904]",[ 0.40942771  0.87446006 -0.26017026],[0.27020898 0.15614787 0.95005524],[ 0.87141039 -0.45927928 -0.17235569],0.48505488376739786,-0.19526903157128445,0.5127262206603617
146,9160,3,"[153.4102620087336, 3498.9501091703055, 6.994323144104803]",[0.70131688 0.45275263 0.55060847],[-0.1241508  -0.68302394  0.71976724],[ 0.70195528 -0.57314339 -0.42280661],0.6847186100651746,-0.542128767688736,0.7926572008332885
148,82548,30,"[214.69818772108349, 1230.1345399040558, 134.59109851238068]",[0.54678427 0.83237341 0.09045142],[ 0.02988651 -0.12736532  0.9914055 ],[ 0.83673996 -0.53938166 -0.09451809],0.5725858281222502,-0.11248312030760199,0.5794937918512185
149,8292,3,"[150.18921852387842, 378.82332368548, 52.28762662807525]",[0.52749544 0.39903687 0.75001209],[ 0.11019865  0.84322966 -0.52613687],[ 0.84238045 -0.36018512 -0.40082647],0.4040539871355648,-0.444122013461701,0.5691108628106404
150,81584,29,"[188.85423612473033, 3190.551738085899, 252.75790596195333]",[0.51951607 0.83835293 0.16512851],[ 0.03738105 -0.21536904  0.97581701],[ 0.85364261 -0.50077994 -0.14322619],0.5305372074749052,-0.1662340395130001,0.5478571316653981
157,114798,41,"[181.21955086325545, 2529.3623582292375, 183.72341852645516]",[ 0.06032907  0.72476153 -0.6863535 ],[0.35679549 0.62652071 0.69294212],[ 0.93223247 -0.28669239 -0.22079424],0.2983535328239903,-0.2325593148471548,0.3702622759132689
158,16567,6,"[174.7864429287137, 1204.3823866723003, 256.64875958230215]",[0.48483223 0.68542006 0.54326517],[-0.32451085 -0.43583642  0.83948754],[ 0.81217635 -0.58330606  0.0111187 ],0.6228374012046882,-0.013689153354687289,0.6229234647762462
160,38545,14,"[174.46052665715396, 3155.836866000778, 225.49682189648462]",[0.25150216 0.69403652 0.67458133],[-0.47988406 -0.51585787  0.70964917],[ 0.84051053 -0.50219913  0.2033177 ],0.5385740519644134,-0.23733870520147024,0.5725715000943532
168,9417,3,"[162.9019857704152, 2341.561431453754, 103.85536795157694]",[ 0.12035835  0.991314   -0.05301342],[0.21971937 0.02547653 0.97523041],[ 0.96811015 -0.1290252  -0.21474458],0.13249454164624222,-0.21828402596179822,0.2532224268646391
169,3231,1,"[170.44042092231507, 2260.629216960693, 127.57536366450016]",[-0.41980399  0.89416653 -0.15566254],[0.47871023 0.36385113 0.79902996],[ 0.77110383  0.26091871 -0.58079282],0.3262770392052394,-0.6455438257609425,0.6902233349850945
171,36103,13,"[242.78788466332438, 131.44492147466968, 11.971110434035953]",[0.60080788 0.51737305 0.60938906],[-0.20648752 -0.63600266  0.74354792],[ 0.77226472 -0.57256069 -0.27528433],0.6379773769177514,-0.3424214713228474,0.6883980583468129
172,24716,9,"[204.80166693639748, 3544.104021686357, 155.74579219938502]",[0.59664202 0.79903714 0.07455169],[ 0.06183099 -0.13839313  0.98844538],[ 0.80012201 -0.58513844 -0.13197641],0.6314328047043121,-0.1634734269168608,0.6432977336030911
173,43293,15,"[223.8490518097614, 3229.262259487677, 292.57445776453466]",[ 0.33624862  0.94174628 -0.00712774],[ 0.13632873 -0.0411844   0.98980721],[ 0.93185371 -0.33379302 -0.14223528],0.34396405916613837,-0.15146783383583234,0.37130756375628154
174,2793,1,"[169.35911206587897, 2661.013605442177, 2.1188686000716075]",[ 0.31258522  0.94885867 -0.04424605],[ 0.47893332 -0.11720796  0.86999148],[ 0.82031296 -0.29313738 -0.49107751],0.34320606318152763,-0.5394237088158751,0.6088383043798504
178,65011,23,"[208.060051375921, 3286.908538555014, 218.74619679746505]",[0.32179926 0.44477424 0.83583558],[ 0.41244128  0.72878136 -0.5465985 ],[ 0.85225432 -0.52062809 -0.05107804],0.5483836514666733,-0.05986126215811701,0.5505167280369566
179,11006,4,"[181.1903507177903, 3576.1509176812647, 116.16818099218608]",[-0.26709345 -0.52005993  0.8112945 ],[0.53835257 0.61773481 0.57321917],[ 0.79927317 -0.58986556 -0.11498268],0.6357783555191056,-0.1428787804519061,0.6447115103694037
181,18895,6,"[196.36649907382906, 3177.466155067478, 275.31018788039165]",[0.54984748 0.8343965  0.0380819 ],[ 0.09038323 -0.10476147  0.9903817 ],[ 0.83036054 -0.54111692 -0.13301828],0.577544819959684,-0.15884383208285766,0.5910419353277458
185,16919,6,"[187.39458596843784, 2418.9700336899346, 245.9049589219221]",[-0.07253227 -0.37660888  0.92352846],[0.31830055 0.86880519 0.37929184],[ 0.945211   -0.32147051 -0.05685839],0.32783217533345466,-0.060081782928829784,0.3325560051818836
186,116852,42,"[219.69220039023722, 2545.6742546126725, 259.46973094170403]",[-0.0964907  -0.41418756  0.90506255],[0.45034205 0.79274064 0.41079716],[ 0.88762694 -0.44722583 -0.11003398],0.4667183664184807,-0.12333501703385713,0.47862954180099815
188,16026,5,"[199.41601148134282, 3573.3401971795834, 134.43267190814925]",[0.40251703 0.35518634 0.84369586],[ 0.44338297  0.73068597 -0.51914309],[ 0.80086927 -0.58304431 -0.13662997],0.629281170947736,-0.16897527704799364,0.6420509287787766
189,65818,23,"[220.332036828831, 3381.1466772007657, 192.2943875535568]",[ 0.26317333 -0.09219495  0.96033322],[ 0.53708783  0.84090442 -0.06645615],[ 0.80142153 -0.53327277 -0.2708204 ],0.587131125712393,-0.325877381494336,0.641128143586478
191,2937,1,"[184.49914879128363, 2423.4896152536603, 228.74225400068096]",[0.1440101  0.97982027 0.13861218],[ 0.30972833 -0.17766397  0.93407916],[ 0.93985608 -0.09158472 -0.3290635 ],0.09713878266962038,-0.33678275174229844,0.3485876117803281
193,48211,17,"[243.5546866897596, 2549.475182012404, 58.94385098836365]",[0.38708925 0.72299708 0.57222122],[ 0.15390116 -0.66255854  0.73302839],[ 0.90910744 -0.1956819  -0.36773938],0.21201144693155485,-0.3843847816479646,0.4296599779484485
196,27291,9,"[216.09911692499358, 3063.683778535048, 185.92473709281447]",[ 0.55819879  0.76337651 -0.32506986],[0.07735729 0.34219931 0.93643766],[ 0.82609319 -0.54786489  0.1319625 ],0.5855986606169722,-0.1584045460659317,0.5986569845364725
202,11410,4,"[206.50727432077124, 3579.1536371603856, 13.1091148115688]",[ 0.31805376 -0.16270956  0.93400611],[ 0.57795106  0.81421823 -0.05496583],[ 0.75154133 -0.55729191 -0.35300333],0.6380594932615976,-0.4391198965712961,0.7204008825872673
205,18718,6,"[213.33144566727213, 1218.2251843145634, 109.42547280692382]",[-0.39222165 -0.59179162  0.70423352],[0.45264351 0.54231155 0.70782204],[ 0.80079713 -0.59638986 -0.0551643 ],0.6401295806036027,-0.0687780855291664,0.6421713876615939
206,12195,4,"[212.90217302173022, 2740.5558015580154, 3.9747437474374743]",[ 0.21561756  0.97262835 -0.08662076],[ 0.56510058 -0.05194519  0.8233851 ],[ 0.79634817 -0.22648573 -0.56083314],0.27708915129196526,-0.6135767739634244,0.6495630383261435
209,271236,98,"[315.627870194222, 1327.9531957409783, 43.56242165494256]",[ 0.43718176  0.71399152 -0.54688959],[0.25976041 0.48192203 0.83682476],[ 0.86104392 -0.50790479  0.02522079],0.5329383665800042,-0.029282570824409684,0.5334773818354334
213,16955,6,"[217.80289000294897, 2663.873901503981, 136.46753170156296]",[ 0.3460407   0.81748778 -0.46040153],[0.28251164 0.37715355 0.88201041],[ 0.89467481 -0.43528029 -0.10043933],0.45280837882563774,-0.11179542201732229,0.4630936198978885
214,56722,20,"[261.9714925425761, 3532.7415112302106, 183.93411727372094]",[0.45213454 0.06706549 0.88942486],[ 0.39071486  0.88151618 -0.26508703],[ 0.80182059 -0.46736651 -0.37236043],0.5277373723346872,-0.4347590435731297,0.6404606220908827
215,119948,43,"[280.9115783506186, 232.76671557674993, 72.62805549071264]",[0.59481789 0.62684119 0.50325123],[-0.10973464 -0.55686494  0.82332239],[ 0.79633535 -0.54495098 -0.26244703],0.6001271446493147,-0.3183583688086176,0.6495842275059505
217,3169,1,"[221.43420637425055, 1690.5184600820448, 296.22152098453773]",[ 0.88243158  0.39888808 -0.2494049 ],[ 0.4341     -0.4861001   0.75846152],[-0.18130551  0.77755707  0.6021074 ],1.3417162119224102,-1.278313950600756,1.3884825239232872
218,79347,28,"[264.8087262278347, 2747.9784868993156, 29.34782663490743]",[ 0.11947841  0.8267756  -0.5496972 ],[0.43719845 0.45327987 0.77678496],[ 0.89139353 -0.3331358  -0.30730785],0.35765215386742305,-0.33199005896765366,0.4703857358050002
219,135620,49,"[347.1064297301283, 208.9921914171951, 233.4072776876567]",[0.67878195 0.63820982 0.36323999],[-0.1281957  -0.38406787  0.91436193],[ 0.72306357 -0.66721818 -0.17888259],0.7452513473809907,-0.24252575622427958,0.7625693077615193
220,97972,35,"[312.2326787245335, 60.41898705752664, 266.6543808435063]",[0.50333474 0.32373109 0.80115687],[ 0.50943178  0.63772171 -0.57774585],[-0.69794942  0.69893433  0.15606859],0.7861032377168765,-0.21999118862757217,0.7982661863882444
221,3879,1,"[222.97447795823666, 2613.686259345192, 296.466099510183]",[0.45626162 0.88909399 0.03656795],[-0.07390323 -0.00309143  0.99726063],[ 0.88677148 -0.45771423  0.06429642],0.4764903309000333,-0.07237952519932768,0.4804836570622133
222,7251,2,"[223.29637291408082, 1169.552475520618, 48.08150599917253]",[-0.25879955 -0.27948585  0.92461368],[0.54627336 0.74709443 0.37872858],[ 0.796623   -0.6031066   0.04067203],0.6480163402526944,-0.05101126051754601,0.649108502291528
