Total_IDs,Total_ZDiscs,mu_Azi_[RAD],mu_Ele_[RAD],mu_Sph_[RAD],mu_Azi_[DEG],mu_Ele_[DEG],mu_Sph_[DEG],sig_Azi_[RAD],sig_Ele_[RAD],sig_Sph_[RAD],sig_Azi_[DEG],sig_Ele_[DEG],sig_Sph_[DEG]
1138,20701,2.1948143277284125,-0.29056492638211656,0.6744004131223577,125.75359779368112,-16.648143956224747,38.64029737379023,0.11586819409041293,0.16693805068059908,0.11570608834903388,6.638758501183328,9.564845744139367,6.629470526367469
