ID,Pixels,ZDiscs,Centroid,Azi_[RAD],Ele_[RAD],Sph_[RAD],Azi_[DEG],Ele_[DEG],Sph_[DEG],PC1_ROT,PC2_ROT,PC3_ROT
1299,206592,75,"[1905.3505895678438, 1088.623344563197, 237.6796826595415]",0.0120949179150771,0.1313560714803624,-0.026856980080085,0.6929877500910919,7.5261485092435265,-1.5387916090557994,[0.80392011 0.00531841 0.59471353],[-0.59470051 -0.00393429  0.8039377 ],[-6.61544866e-03  9.99978115e-01 -3.77415144e-09]
1331,47793,17,"[1913.1790638796476, 1048.8161446236898, 286.3741970581466]",0.0957085611207744,0.0403931690625523,0.0654636951348416,5.48369661549026,2.314358108442656,3.750793442557523,[-0.97355821 -0.01606231 -0.22787367],[-0.22784266 -0.00375908  0.97369071],[-1.64963237e-02  9.99863925e-01 -4.62336202e-09]
1389,56770,20,"[2008.1779460982914, 1236.605125946803, 273.4368856790558]",0.0854933706616103,0.1184260088477063,0.0453123694400277,4.898409315257851,6.785310491552519,2.5962075286511563,[0.59142213 0.00468629 0.8063485 ],[-0.80632318 -0.00638911  0.59144069],[-7.92350832e-03  9.99968607e-01 -5.68414557e-09]
1391,56085,20,"[2025.9887135597753, 886.1691896228938, 211.82688775965053]",0.0515540718319407,0.0208982594459306,0.0284799682301033,2.95383073268448,1.1973820654212304,1.6317819802515885,[-0.86329499 -0.01628543 -0.50443685],[-0.50434713 -0.00951414  0.86344858],[-1.88609218e-02  9.99822113e-01 -3.31997834e-09]
1405,203909,74,"[2080.851316028228, 915.9339166000519, 255.36801710566968]",-0.0002750967606424,0.0929485946172512,-0.0326776502548388,-0.0157618833425203,5.325562183240898,-1.872291444006862,[0.64971482 0.00648977 0.76015034],[-0.76011242 -0.00759249  0.64974723],[-9.98813494e-03  9.99950116e-01 -2.37867612e-09]
1426,43342,15,"[2059.507198560288, 1353.386968760094, 282.10315629181855]",-0.033547862376416,0.1589855780683571,-0.0745746548006384,-1.9221509258543537,9.109202626764528,-4.272812978721603,[0.49086959 0.00218518 0.87123031],[-0.87122168 -0.00387837  0.49087446],[-4.45159916e-03  9.99990088e-01  3.96672328e-09]
1477,57167,20,"[2170.466073084122, 1069.7238616684451, 272.8832543250477]",0.0741831235630714,0.1321427204745916,0.0328882822549952,4.250379891261474,7.571220176571071,1.8843597686462277,[0.60335364 0.00405828 0.79746343],[-0.79744539 -0.00536378  0.6033673 ],[-6.72605332e-03  9.99977380e-01 -3.17147892e-09]
1492,260276,94,"[2237.8036699503605, 792.9147366641565, 207.0675821051499]",-0.0677662156870617,0.1293103952236493,-0.1027765542816963,-3.882718152441868,7.408939893483746,-5.88866279323841,[0.73064887 0.00467426 0.68273742],[-0.68272344 -0.00436765  0.73066382],[-6.39727589e-03  9.99979538e-01  6.41427543e-10]
1509,50954,18,"[2207.6554735643913, 1203.701907602936, 221.37696746084703]",0.0094911812465343,0.1458713789716173,-0.0312531907568313,0.5438046280201405,8.35781436682706,-1.7906759266837111,[0.41203856 0.00226387 0.9111636 ],[-0.91114984 -0.00500615  0.41204478],[-5.49424161e-03  9.99984907e-01 -3.28925086e-09]
1518,42957,15,"[2221.0157366668996, 1182.50622715739, 282.49782340480016]",-0.0029284604957324,0.115164672044786,-0.038849849340127,-0.1677884268762568,6.598449657174495,-2.2259324019083877,[0.44444503 0.00351534 0.89579923],[-0.89577121 -0.00708509  0.44445893],[-7.90924855e-03  9.99968719e-01 -3.35811394e-09]
1524,118038,43,"[2264.930683339264, 761.7408885274234, 266.41198597061964]",-0.0028084933960883,0.0310646713276084,-0.0226034380712052,-0.1609148183862174,1.7798745590330238,-1.295081603965386,[0.81503395 0.01385466 0.57924755],[-0.57916387 -0.00984513  0.81515169],[-1.69964220e-02  9.99855550e-01  1.42274895e-09]
1527,54900,20,"[2245.934535519126, 1332.8128961748635, 202.89092896174864]",-0.1111939085113511,0.0318892589482978,-0.1181550603635509,-6.370941665264212,1.8271199495372592,-6.769786286944949,[-0.684129   -0.01050018  0.72928545],[0.72919956 0.01119193 0.68420957],[-1.53464374e-02  9.99882232e-01  2.76184274e-10]
